symbol,series,Date,prevclose,Open,High,Low,lastprice,Close,averageprice,Volume,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty,sent_mean,sent_sum,sent_std,news_count,concall_count,concall_pos_ratio,concall_neg_ratio,concall_net_tone,concall_tone_intensity,concall_tone_surprise,concall_guidance_flag,ret_1d,momentum_1m,momentum_3m,momentum_6m,vol_30d,vol_90d,rsi_14,macd,signal,macd_hist,ema_cross,sent_3d,sent_5d,sent_lag1,news_intensity,momentum_1m_z,momentum_3m_z,momentum_6m_z,vol_30d_z,vol_90d_z,rsi_14_z,macd_hist_z,ema_cross_z,sent_3d_z,sent_5d_z,sent_lag1_z,news_intensity_z,concall_count_z,concall_pos_ratio_z,concall_neg_ratio_z,concall_net_tone_z,concall_tone_intensity_z,concall_tone_surprise_z,concall_guidance_flag_z
TCS,EQ,2020-07-06,"2,199.65",2205.0,2269.9,2205.0,"2,261.00",2263.2,"2,247.63",5190366.0,11666032835.75,161168,2379673.0,45.85,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.02889095992544255,0.1049432442328817,0.23936257598160005,0.04410407824321827,0.01939459750013525,0.030933772129609776,77.47030578721255,49.22447544729948,33.82916620547,15.39530924182948,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
TCS,EQ,2020-07-07,"2,263.20",2275.0,2302.7,2232.15,"2,269.90",2269.9,"2,263.92",5630081.0,12746071795.85,206374,1863660.0,33.10,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0029604100388831434,0.09564377941353941,0.3283979517190929,0.05202419298774119,0.017682119187058594,0.030869365917288023,77.73476523476526,57.23100992440641,38.50953494925729,18.72147497514912,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
TCS,EQ,2020-07-08,"2,269.90",2270.0,2274.4,2207.6,"2,219.00",2218.9,"2,240.93",2793674.0,6260425745.3,130484,1098745.0,39.33,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,-0.022467950129961722,0.07087184189570706,0.34137347358239634,0.008293004339626986,0.01764370133390615,0.030895218891308737,70.46637989585695,58.78335448710368,42.56429885682657,16.21905563027711,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
TCS,EQ,2020-07-09,"2,218.90",2229.0,2244.5,2191.05,"2,212.50",2204.35,"2,209.06",3443998.0,7608014933.1,133367,846325.0,24.57,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,-0.00655730316823655,0.04533491404860701,0.24174740874267675,0.0017723647435752277,0.01772586640510942,0.03084344405105054,67.75986659255142,58.16899932127262,45.68523894971578,12.48376037155684,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
TCS,EQ,2020-07-10,"2,204.35",2205.25,2249.85,2176.0,"2,221.10",2222.35,"2,210.93",9610327.0,21247734506.45,292369,1433298.0,14.91,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.008165672420441306,0.07481923923294542,0.30308716174616657,0.007480109708275728,0.01736506269786713,0.030806878999000212,71.54732875193969,58.46066978312865,48.24032511639836,10.220344666730291,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
TCS,EQ,2020-07-13,"2,222.35",2220.0,2244.95,2210.0,"2,222.25",2220.0,"2,225.83",2963525.0,6596301812.8,100495,938363.0,31.66,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,-0.0010574391972461017,0.08850208384407954,0.25697137842199136,-0.01563019620884598,0.016237098159629485,0.030791059837090438,70.70163640439364,57.83550368021679,50.15936082916205,7.676142851054742,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
TCS,EQ,2020-07-14,"2,220.00",2210.0,2239.0,2165.0,"2,175.00",2171.95,"2,199.60",2976749.0,6547668459.85,117480,1212619.0,40.74,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,-0.021644144144144173,0.06997881669047712,0.23458860309791096,-0.0191478311919977,0.016841564398066305,0.03040471548354989,63.31452026680346,52.85355868585293,50.69820040050023,2.1553582853527047,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
TCS,EQ,2020-07-15,"2,171.95",2185.0,2260.0,2181.1,"2,231.10",2233.9,"2,228.76",5569322.0,12412685911.0,201144,1964036.0,35.27,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.028522756048712017,0.0919444716003519,0.28743912630031976,0.009193377154344873,0.017506976161287324,0.030538879147396013,70.81819919709424,53.28988601293713,51.21653752298761,2.073348489949524,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
TCS,EQ,2020-07-16,"2,233.90",2244.0,2333.0,2220.1,"2,233.00",2234.75,"2,275.23",8582120.0,19526280238.75,279321,3128877.0,36.46,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0003805004700299097,0.09129309502881133,0.30226392004894964,0.020270732987878626,0.01713488643968525,0.030492908833089388,63.75830959164293,53.092252026886854,51.591680423767464,1.5005716031193899,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
TCS,EQ,2020-07-17,"2,234.75",2237.0,2243.9,2190.05,"2,207.90",2200.75,"2,204.05",4509143.0,9938360278.7,183317,1875874.0,41.60,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,-0.015214229779617394,0.07980472008242967,0.21844203299745324,-0.002786714395758838,0.01690807882293908,0.030455475244912652,61.312785388127836,49.62011996343563,51.1973683317011,-1.5772483682654723,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
