symbol,series,Date,prevclose,Open,High,Low,lastprice,Close,averageprice,Volume,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty,concall_count,concall_pos_ratio,concall_neg_ratio,concall_net_tone,concall_tone_intensity,concall_tone_surprise,concall_guidance_flag,ret_1d,ret_5d,ret_21d,momentum_1m,momentum_3m,momentum_6m,vol_30d,vol_90d,rsi_14,macd,macd_signal,macd_hist,ema_fast,ema_slow,ema_cross,volume_change,volume_zscore,volume_momentum,range_position,ret_skew_10,ret_kurt_10,ret_skew_30,ret_kurt_30,ticker
BAJFINANCE,EQ,2020-07-06,"2,931.50",2970.0,3134.65,2955.0,"3,121.00",3108.8,"3,038.22",11437602.0,34750005479.25,406997,1939443.0,16.96,0,0,0,0,0,0,0,0.0604809824322019,0.08777270421106054,0.30056267910557044,0.30056267910557044,0.4030147125191803,-0.2652849006215584,0.04224901550517192,0.05654772093251364,74.65572934376061,180.9129112651135,163.15106486205102,27.385175144207267,2751.321458737495,2617.6074931474827,1.0,-0.2647185610520417,-1.4120623345151655,0.6454431597436483,0.791036717062635,0.4437478913010574,-1.3227160036044263,0.31594062018473457,-0.8564992667449152,BAJFINANCE
BAJFINANCE,EQ,2020-07-07,"3,108.80",3150.0,3419.65,3125.3,"3,349.90",3351.95,"3,262.33",22876465.0,74630683639.0,736618,1878700.0,8.21,0,0,0,0,0,0,0,0.07821345856922268,0.18401624867537958,0.33690298135407315,0.33690298135407315,0.5103296010093046,-0.21057217884857704,0.04142506767815853,0.056871639164568534,77.75166032385643,189.7462946954729,166.70343414266353,17.761846403062492,2808.5241769529716,2646.405238514248,1.0,0.33870213941128524,-0.6128936952794172,0.8779928831258099,0.9723721477048043,0.47630296472075795,-1.3332086173465203,0.22843993080913452,-0.9386377026943232,BAJFINANCE
BAJFINANCE,EQ,2020-07-08,"3,351.95",3351.95,3408.8,3180.1,"3,197.00",3208.05,"3,298.67",19126508.0,63092086000.0,684837,2655907.0,13.89,0,0,0,0,0,0,0,-0.042930234639538045,0.08603879616777821,0.3128376166311999,0.3128376166311999,0.4532502831257079,-0.23498551312165394,0.04163990340767005,0.05751671479625141,80.79239813174424,213.90126695919662,171.3120062532254,23.042860552809373,2846.574255338403,2668.4305232783954,1.0,1.0001102503829036,2.1169005002022305,1.706892094948521,0.944537746282718,0.6269080587724243,-0.9375103309993317,0.12141114504965496,-1.0131208464095682,BAJFINANCE
BAJFINANCE,EQ,2020-07-09,"3,208.05",3235.0,3379.9,3195.1,"3,330.20",3330.0,"3,313.93",18758148.0,62163210655.1,655763,1365673.0,7.28,0,0,0,0,0,0,0,0.03801374666853685,0.12338702875938257,0.3671915094533287,0.3671915094533287,0.47779972041626917,-0.16681262041183975,0.042606535767364236,0.057658631967489105,71.77563529561999,218.90927922326273,179.82985839441966,42.58926070597121,2892.6148024490312,2694.3744243263013,1.0,-0.16392204827100687,1.1688400496733664,1.3936546508519683,0.8266497357965019,0.4883452803602998,-0.9299557468559091,0.2182437241078044,-0.9915827495769876,BAJFINANCE
BAJFINANCE,EQ,2020-07-10,"3,330.00",3275.0,3395.0,3272.05,"3,304.00",3314.15,"3,332.12",16150425.0,53815122923.7,568201,930848.0,5.76,0,0,0,0,0,0,0,-0.00475975975975973,0.13053044516459145,0.416969515584249,0.416969515584249,0.42061382828239524,-0.17304405324816285,0.04269889654947343,0.05781399408745102,70.83140877598153,230.06644804299276,187.64574256018827,39.07942082884307,2932.7610117396,2718.679348862525,1.0,-0.019259135018268925,1.012673448271293,1.3218807924194003,0.9265555236963912,0.37422890496572125,-1.2273545114252893,0.14073172500618106,-1.0308745577995473,BAJFINANCE
BAJFINANCE,EQ,2020-07-13,"3,314.15",3360.0,3378.0,3216.2,"3,244.60",3234.6,"3,281.88",13136482.0,43112330183.6,447486,1396766.0,10.63,0,0,0,0,0,0,0,-0.02400313805953269,0.04046577457539868,0.32016407158745364,0.32016407158745364,0.2675509924172659,-0.20132347312929788,0.04282255795729516,0.05781445462470257,67.04925700716008,234.92159229727667,196.1298836567492,42.42070548280449,2961.5075820501143,2738.911531260073,1.0,-0.13901814827348624,0.33680992482044764,1.1152578953766596,0.9070197858370422,0.3792864013108325,-0.9493094073200555,0.1547086723976187,-1.0501939648037029,BAJFINANCE
BAJFINANCE,EQ,2020-07-14,"3,234.60",3219.8,3219.8,3122.35,"3,188.75",3190.95,"3,162.78",12404466.0,39232550996.85,414599,1355740.0,10.93,0,0,0,0,0,0,0,-0.013494713411240977,-0.04803174271692601,0.3570426129114568,0.3570426129114568,0.3950727932496829,-0.2262863100722564,0.040168684512357576,0.05785328643148468,58.14252336448598,229.70244215693174,203.8882253848547,38.791708640527474,2983.3592409024845,2756.6385300341876,1.0,-0.18661694661286,-0.3678606111678369,0.9182015535428469,0.8369100603710394,0.37132124588429377,-1.0512131102534426,0.11074733428528141,-1.3120610525133762,BAJFINANCE
BAJFINANCE,EQ,2020-07-15,"3,190.95",3230.0,3297.7,3122.25,"3,166.50",3149.25,"3,237.92",10980342.0,35553460352.45,370885,886262.0,8.07,0,0,0,0,0,0,0,-0.013068208527240999,-0.01832889138261562,0.3316067653276955,0.3316067653276955,0.44298838461362244,-0.24020169608067854,0.03811432602504591,0.057521162649562384,60.37117903930131,219.51362148108365,209.0510687392701,25.81421677207703,2999.158360816534,2772.0350582681413,1.0,-0.05572389929054067,-0.5041969367093637,0.8660727019447781,0.7897204854726,0.3855789731204911,-1.097393889396569,0.15147654043180234,-1.346627038954197,BAJFINANCE
BAJFINANCE,EQ,2020-07-16,"3,149.25",3180.0,3215.0,3102.3,"3,203.00",3204.8,"3,162.42",9999964.0,31624067395.8,362697,686414.0,6.86,0,0,0,0,0,0,0,0.0176391204254982,-0.03759759759759751,0.33756260434056773,0.33756260434056773,0.44360360360360374,-0.230447832873094,0.03821986578382082,0.057487761515719486,55.9590856385622,205.70285176090556,211.1435792876328,10.46255274181354,3018.7432788340066,2789.0062324537043,1.0,-0.11480736051031948,-0.8392197789070545,0.7716027329265358,0.7416519371327568,0.8508657102778927,-0.3241926329639157,0.252934615630579,-1.3313837585916686,BAJFINANCE
BAJFINANCE,EQ,2020-07-17,"3,204.80",3210.0,3323.0,3205.0,"3,315.00",3301.3,"3,272.74",8425645.0,27574962977.55,293879,1536539.0,18.24,0,0,0,0,0,0,0,0.03011108337493762,-0.003877313941734628,0.30695381935509425,0.30695381935509425,0.43027966120052863,-0.21266396374910557,0.03702288253907093,0.05747196078154333,62.97476530875895,196.9695951224653,210.05543378228737,-5.440727526727244,3045.6534427545776,2809.0961841221865,1.0,-0.08928483284036148,-1.0425758128871376,0.7018890569707551,0.750072704007445,0.710624999388641,-0.5459260681987738,0.20321026849653048,-1.276994939538706,BAJFINANCE
