symbol,series,Date,prevclose,Open,High,Low,lastprice,Close,averageprice,Volume,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty,concall_count,concall_pos_ratio,concall_neg_ratio,concall_net_tone,concall_tone_intensity,concall_tone_surprise,concall_guidance_flag,ret_1d,ret_5d,ret_21d,momentum_1m,momentum_3m,momentum_6m,vol_30d,vol_90d,rsi_14,macd,macd_signal,macd_hist,ema_fast,ema_slow,ema_cross,volume_change,volume_zscore,volume_momentum,range_position,ret_skew_10,ret_kurt_10,ret_skew_30,ret_kurt_30
GRASIM,EQ,2020-07-06,628.15,633.0,653.4,629.1,642.35,641.15,644.05,4059725.0,2614657545.15,68958,771901.0,19.01,0,0,0,0,0,0,0,0.020695693703733253,0.03536536132418244,0.022323208163916197,0.022323208163916197,0.34667086746481823,-0.13649831649831656,0.020221659816202504,0.042354302329994244,73.7789203084833,14.914925873685888,16.221975599265622,-1.9523514717569093,608.9027713137166,587.7405816748552,1.0,-0.174113977850895,-0.4729194733881045,0.874680794183668,0.7867454068241468,0.1810445948890738,-0.5534690729503089,0.26465266977432655,1.6848988122838606
GRASIM,EQ,2020-07-07,641.15,641.15,642.9,621.3,622.75,623.65,627.14,2156495.0,1352416227.9,47827,490450.0,22.74,0,0,0,0,0,0,0,-0.027294704827263483,0.006374051960625904,0.010532285505954864,0.010532285505954864,0.30977633098813406,-0.1862073465126901,0.020385417981611254,0.0421251932964494,75.25473071324599,15.981646516869205,15.960565654149676,-1.3070497255797342,610.3072692838389,589.1487941581943,1.0,0.9644930127541009,1.1431484090235442,1.686821119061806,0.8562206572769951,-0.18569925479563204,-1.1650000537039484,0.21673616637857546,1.5174659649403126
GRASIM,EQ,2020-07-08,623.65,628.0,631.85,605.3,609.9,608.5,617.4,2391585.0,1476562459.95,41520,819409.0,34.26,0,0,0,0,0,0,0,-0.0242924717389561,-0.009522259298445523,-0.005556463474423845,-0.005556463474423845,0.3382449967011216,-0.1957972642569219,0.021276301009317107,0.04221094300120725,67.25932350390285,15.239257886692485,15.964781826693581,0.021080862719529136,610.1351483996638,589.90766497552,1.0,-0.4688076162794278,-0.4118679448846424,0.9066147142488896,0.6508215962441312,-0.3974356242795834,-0.5788456572849958,0.18481543816065568,1.044114671290338
GRASIM,EQ,2020-07-09,608.5,612.0,622.75,609.95,618.9,616.65,616.23,1625411.0,1001632250.0,32235,278828.0,17.15,0,0,0,0,0,0,0,0.013393590797041943,-0.0021037300752488886,0.0030906872712483935,0.0030906872712483935,0.1891813711310386,-0.16329715061058347,0.018893406234456726,0.04212828048791079,54.47504302925988,13.275400607930692,15.819677038693362,-0.7255239400010964,610.7556104568387,590.9563839960878,1.0,0.109014859760862,-0.15286979698876454,0.9992738329028168,0.4730046948356806,-0.4387452169831429,-0.9509053163102824,-0.46479225079689845,-0.39753222039300296
GRASIM,EQ,2020-07-10,616.65,616.65,619.9,597.1,611.0,611.45,608.13,2693900.0,1638239210.2,44973,330507.0,12.27,0,0,0,0,0,0,0,-0.008432660342171272,-0.0265860065271033,0.035303081611920195,0.035303081611920195,0.19284042138119384,-0.17627643809780402,0.018799221304931137,0.04215199283051718,56.35313531353135,12.235621821345944,15.310821752540829,-2.54427643076267,610.8217427942826,591.7600552119275,1.0,-0.3203624374630214,-0.7957841952233665,0.6813839457986688,0.5686619718309855,-0.8465431863810046,-0.49723714298379157,-0.4601321517228884,-0.36523296284993495
GRASIM,EQ,2020-07-13,611.45,614.4,617.95,607.55,611.85,611.75,613.13,1715549.0,1051853883.85,28398,358250.0,20.88,0,0,0,0,0,0,0,0.0004906370103849866,-0.04585510410980265,0.016280421961957003,0.016280421961957003,0.15304872302327777,-0.17626068807648287,0.018524087127020646,0.042085050025980376,47.20581553839165,10.866728221356993,14.695781766301852,-3.0751999311948843,610.9101482424462,592.5439746153813,1.0,0.6573654294206204,0.3357250649899932,1.124902809633267,0.45019659239842785,-0.47806741675248754,-0.8271827530851219,-0.35583261497698726,-0.34475051097508436
GRASIM,EQ,2020-07-14,611.75,612.45,613.85,593.85,597.6,596.7,603.15,1751163.0,1056220753.85,35099,585721.0,33.45,0,0,0,0,0,0,0,-0.024601552921945213,-0.04321334081616279,0.02543392335452843,0.02543392335452843,0.09586776859504131,-0.21206919318631967,0.01840708616207755,0.042055067215983385,44.98106060606059,9.69432750089436,13.929971057312882,-3.829053544944859,609.5568007907847,592.7069560030134,1.0,-0.363172723560637,-0.7238194241067635,0.7219197557475899,0.44540612516644523,-0.3892141707846919,-0.8099800980787342,-0.41378793249040036,-0.2410186803404921
GRASIM,EQ,2020-07-15,596.7,602.45,607.0,586.35,591.0,588.9,596.32,1913825.0,1141255343.75,46792,544793.0,28.47,0,0,0,0,0,0,0,-0.013071895424836666,-0.03221035332785538,-0.00033950093362766776,-0.00033950093362766776,0.09992528950317525,-0.22128925619834716,0.018602922756547475,0.0419651380018735,42.42965609647165,7.464733460635557,13.082842346029178,-4.2356435564185215,607.5894864297576,592.5576636107384,1.0,0.020759535285789,-0.6466101390774912,0.7545119857879102,0.24500665778961497,-0.0758753037770418,-1.5525605272241176,-0.28446464112518416,-0.4194223420901791
GRASIM,EQ,2020-07-16,588.9,592.0,593.0,580.0,582.0,583.05,583.59,1509705.0,881055904.4,39914,554753.0,36.75,0,0,0,0,0,0,0,-0.009933774834437137,-0.054487959134030706,-0.0013702149524708052,-0.0013702149524708052,0.07227586206896541,-0.2324249605055293,0.018753164882054932,0.041890589843317866,41.831792162043115,5.010610113303073,11.959220568950455,-5.618108885393621,605.2523924840664,592.1848140573761,1.0,0.09288798358576567,-0.44635673307194357,0.8228150077459453,0.14114513981358215,0.0018521556283646128,-1.6612519247662034,-0.2022055080270962,-0.532415705115029
GRASIM,EQ,2020-07-17,583.05,584.5,595.4,583.0,594.0,592.1,590.12,2172029.0,1281748748.1,47112,1027503.0,47.31,0,0,0,0,0,0,0,0.015521824886373548,-0.031646087169842185,-0.01003176726299948,-0.01003176726299948,0.08532673448813144,-0.22081852875378338,0.01867820025553578,0.04159008075736421,35.04968383017162,2.5640962643867624,10.569498477820979,-6.948610455647382,603.99978367606,592.1814880159104,1.0,-0.21115828249709356,-0.8830591220730184,0.644421343819866,0.04155313351498577,0.3069701692525584,-1.4307613478039087,-0.09375654564667876,-0.5213175721739081
GRASIM,EQ,2020-07-20,592.1,598.0,611.4,593.35,600.5,603.15,604.22,2286607.0,1381618475.75,81763,599227.0,26.21,0,0,0,0,0,0,0,0.018662388110116446,-0.01405803024111163,0.0031600831600830936,0.0031600831600830936,0.15623502348317841,-0.21300887265135704,0.017588363428640535,0.04160014576378227,38.362623231890275,1.3400287615105526,8.968418035134137,-8.005402213434216,603.9188518973876,592.6116257407766,1.0,0.43871087397869113,-0.12283104012811771,0.9202091735107975,0.16485013623978237,0.29984506490401147,-1.4215097836722765,-0.3120943283389865,-0.6679267382335458
GRASIM,EQ,2020-07-21,603.15,605.0,616.5,601.9,604.8,603.1,609.57,1942569.0,1184133132.5,39976,410978.0,21.16,0,0,0,0,0,0,0,-8.289811821260429e-05,0.010725657784481202,-0.02347797927461137,-0.02347797927461137,0.1835933666961045,-0.20230143509027176,0.017760312903174025,0.0416286986756328,43.497053045186604,1.2472120141117102,7.442740180409421,-7.6283892736235845,603.8408660023983,593.022934535256,1.0,0.05275159769966242,0.021899277923810766,0.9753082751237295,0.3153950953678472,0.25560925381312893,-1.501212218105125,-0.43717957190666973,-0.6135669801067926
GRASIM,EQ,2020-07-22,603.1,607.0,612.0,594.0,601.65,601.8,604.47,1742700.0,1053403985.95,31972,332349.0,19.07,0,0,0,0,0,0,0,-0.0021555297628917947,0.021905247070809875,-0.033020004820438764,-0.033020004820438764,0.1790752351097178,-0.2166612430849334,0.01769765814379716,0.041562897692415106,45.387453874538735,1.1562904939090686,6.203634547149879,-6.195528166297711,603.6464978116937,593.3671331809323,1.0,-0.15045786180135023,-0.3571507064307611,0.9005496883227496,0.3147138964577661,0.046981727446969164,-1.244077497471629,-0.48956111744578956,-0.5426558159230258
GRASIM,EQ,2020-07-23,601.8,605.3,611.8,597.0,598.5,598.25,602.09,1206960.0,726701644.85,30139,348667.0,28.89,0,0,0,0,0,0,0,-0.005898969757394457,0.02606980533401937,-0.025095738613216012,-0.025095738613216012,0.1954241182935359,-0.22586697722567284,0.01767514202106819,0.041278912766845824,43.25114918512323,0.9681748812840851,5.194165736501717,-5.047344053240811,603.1325456391514,593.5586181542292,1.0,-0.10288900934793055,-0.578001755324945,0.834405941852576,0.29700272479563977,-0.043841616477513605,-0.6603263591212948,-0.45100328690212593,-0.5564846265573291
GRASIM,EQ,2020-07-24,598.25,596.8,596.8,581.6,582.65,582.7,586.22,1250674.0,733168554.65,28405,385524.0,30.83,0,0,0,0,0,0,0,-0.025992478061011237,-0.015875696672859263,-0.04074409416412872,-0.04074409416412872,0.16761847510269523,-0.2448648998898464,0.016136838495249276,0.04125333802116669,36.769911504424776,0.5265666391273953,4.348967565458191,-4.225990855217632,601.1865889116132,593.1327899913183,1.0,-0.30741952143226026,-1.1043018646861629,0.5946430381267337,0.24863760217983658,0.310110896346293,0.2007306517978701,-0.3053687102976662,-0.679655239435897
GRASIM,EQ,2020-07-27,582.7,585.0,585.0,568.45,570.55,570.8,573.89,2216687.0,1272142992.5,41844,641579.0,28.94,0,0,0,0,0,0,0,-0.02042217264458568,-0.053635082483627694,-0.07360220725472699,-0.07360220725472699,0.14560963371801305,-0.2801109849918023,0.016442054390944656,0.03981311097918424,24.70791864993508,-1.0658793242618003,3.5844873801920323,-3.822400926330796,598.2926280628881,592.2569943053843,1.0,0.03621826738251466,-1.0070931256349414,0.6285509155205384,0.0367847411444148,0.13177083626352928,-0.49047327439735106,-0.2027598835157402,-0.8011123675165056
GRASIM,EQ,2020-07-28,570.8,572.8,597.95,565.0,597.0,596.25,579.21,5603716.0,3245711194.5,82007,2807292.0,50.10,0,0,0,0,0,0,0,0.04458654519971983,-0.011357983750621803,-0.03714170367379899,-0.03714170367379899,0.19861292592220336,-0.26288787241933487,0.015720074080094598,0.03896652843519774,25.966348340154596,-3.2506631494327394,2.654414039301266,-4.650366704453832,598.0980920568987,592.4135827639967,1.0,0.7723939251955345,0.05493811248616783,1.102013638613484,0.02766333137139389,0.47556125132080257,-0.6781336001656035,-0.06787249284061765,-0.9606461683910367
GRASIM,EQ,2020-07-29,596.25,600.0,621.85,599.35,614.3,616.3,614.43,6086161.0,3739495106.8,79335,1415420.0,23.26,0,0,0,0,0,0,0,0.03362683438155134,0.024094383516118256,-0.005486525738260584,-0.005486525738260584,0.22781153501344753,-0.2502433090024332,0.01761701371577013,0.038926864207009235,44.90644490644491,-2.895144344088635,1.473398601554465,-5.905077188734005,599.8316070990988,593.3503050085459,1.0,1.5279689915626338,2.9776898202690143,2.5674487661826095,0.3535067873303168,1.0148913054490014,0.986128595045099,0.3613468658658959,-0.14789208874909038
GRASIM,EQ,2020-07-30,616.3,614.15,625.1,601.15,602.0,602.95,613.23,2509512.0,1538897752.85,47762,408666.0,16.28,0,0,0,0,0,0,0,-0.021661528476391245,0.007856247388215776,-0.018556197607227154,-0.018556197607227154,0.19419687066745905,-0.2584552945517157,0.018517942362211864,0.03886331877494175,49.867574725690496,-0.984180672162779,0.599690012425845,-4.3685429456430995,600.1285968991847,593.7267636356618,1.0,0.08609376349550901,2.8165409265822685,2.541364350019208,0.5803167420814476,0.4738959606367087,-0.6604804252185471,0.27996089399242013,-0.4376719897535016
GRASIM,EQ,2020-07-31,602.95,606.35,636.9,602.0,633.0,633.05,623.89,4750804.0,2963981069.1,71736,870550.0,18.32,0,0,0,0,0,0,0,0.049921220665063215,0.0864081002230992,0.024435633950966817,0.024435633950966817,0.32146957520091846,-0.21739399184077146,0.018503270113009108,0.038528851878218966,46.97077690662865,-0.5407284429086303,0.2829158755081202,-1.5838706845886241,603.2639686230718,595.2688513362241,1.0,-0.5876691398732304,0.022664948998696435,1.0252122671135238,0.4292986425339373,0.440337137131756,-0.8979402912900534,0.40518118346457316,-0.3037964233538491
GRASIM,EQ,2020-08-03,633.05,630.0,642.75,621.65,633.4,633.5,634.14,2546157.0,1614625562.15,39217,421072.0,16.54,0,0,0,0,0,0,0,0.0007108443250929408,0.10984583041345486,0.00851707394730572,0.00851707394730572,0.34372680029695624,-0.21039511404711453,0.02058449978270633,0.03810976895822126,56.261022927689595,2.214007388477512,0.1181870118247701,-0.8236443184167506,606.1435906589697,596.7681120681369,1.0,0.8931186621143872,1.6316026029785438,1.8595070842033172,0.7697963800904974,0.4299878314997438,-1.3770689555488842,0.5743272134612689,-0.16925753541007843
GRASIM,EQ,2020-08-04,633.5,635.4,639.75,622.2,626.8,624.65,628.89,2062493.0,1297073542.95,40625,562769.0,27.29,0,0,0,0,0,0,0,-0.013970007892659897,0.047631027253668634,-0.025735007408562716,-0.025735007408562716,0.294879767827529,-0.21055292259083735,0.0200236051868113,0.03727280534672087,61.83279742765272,4.382942784709144,0.5373510871553185,2.0958203766527417,607.906105834306,597.8615194380139,1.0,-0.46405766266088855,0.08865822334094305,0.9877588522885586,0.879332477535302,0.6728830056861035,-1.0498308799324387,0.6914774475637903,0.21894198369199974
GRASIM,EQ,2020-08-05,624.65,624.7,643.6,621.7,633.2,633.45,635.99,2496920.0,1588024354.2,41664,267054.0,10.70,0,0,0,0,0,0,0,0.014087889217962113,0.027827356806750192,0.01571394211496835,0.01571394211496835,0.30554410552349553,-0.1867377070227243,0.020165528488788644,0.031735863947167826,61.41807729160013,5.326320171674524,1.3064694266660837,3.845591697553825,610.3388576596102,599.2571461267194,1.0,-0.18995843539891688,-0.2871256909620948,0.830777799401251,0.7672025723472666,0.7699203245081264,-1.0811643158180932,0.7755589999160044,0.25046573467652733
GRASIM,EQ,2020-08-06,633.45,636.0,646.5,629.0,635.9,634.2,638.48,2303382.0,1470666336.1,43786,419427.0,18.21,0,0,0,0,0,0,0,0.0011839924224485987,0.05182850982668552,0.04223500410846359,0.04223500410846359,0.30413325107958067,-0.16486700026336576,0.020130408481475303,0.030550138329936142,65.79937304075239,6.706729005659668,2.1104395756677716,4.019850745008441,612.6113474063139,600.62745412175,1.0,0.2106319875994731,0.07755834190124032,0.9992414120312658,0.8708651399491097,0.5569308512157822,-1.3530306210516794,0.655189439496412,0.11826959729546015
GRASIM,EQ,2020-08-07,634.2,634.0,641.9,628.25,636.95,636.55,635.2,2226682.0,1414390980.15,50488,554744.0,24.91,0,0,0,0,0,0,0,0.0037054556922104798,0.005528789195166306,0.032271142463309754,0.032271142463309754,0.2618693626722173,-0.18432854946181454,0.020015985462246342,0.027619303502934497,63.921957671957685,7.771644998033594,3.029697461666151,4.596289429991896,614.8912190819032,602.0361814110933,1.0,-0.0775106931739904,-0.09168938768829932,0.9233415193455526,0.8490797546012275,0.4850977257195397,-1.345060672978065,0.6128106812759739,0.1380584553280425
GRASIM,EQ,2020-08-10,636.55,640.0,643.35,627.7,632.15,634.05,634.92,1925213.0,1222362028.35,35754,435197.0,22.61,0,0,0,0,0,0,0,-0.0039274212552038446,0.0008681925808997626,0.03696132144901454,0.03696132144901454,0.22415291051259745,-0.20114652891520735,0.019877207806972153,0.02728372144101728,61.719298245614034,8.70487952199585,3.97808696893964,4.741947536367443,616.7158648836266,603.2916252773249,1.0,-0.033298862281636255,-0.17035451524404735,0.8824667834033599,0.8779141104294473,0.459216698324213,-1.1400169198168268,0.6733911927626494,0.28180887446281244
GRASIM,EQ,2020-08-11,634.05,635.0,640.95,619.05,624.0,624.25,628.86,2061530.0,1296408665.55,48002,489254.0,23.73,0,0,0,0,0,0,0,-0.015456194306442628,-0.0006403586008164597,0.020433183489987794,0.020433183489987794,0.19370876756860111,-0.21958994874359294,0.01988613194017966,0.027155703056482267,60.67609520524317,9.137415066159974,4.923445479550882,4.726792553056209,617.4334015613765,604.1135223252729,1.0,-0.13538933713929513,-0.4231880977362139,0.7742216376301363,0.8472392638036804,0.5303906758378351,-0.940901318512543,0.719845833176286,0.3234413964442148
GRASIM,EQ,2020-08-12,624.25,620.0,629.0,615.1,627.35,626.15,623.72,2142592.0,1336385990.9,32949,845531.0,39.46,0,0,0,0,0,0,0,0.0030436523828594186,-0.011524192911832154,0.049354784648902195,0.049354784648902195,0.2243840438013296,-0.2182896379525593,0.02011136666060562,0.027088104648590502,57.315086347344426,8.590399722514576,5.766239396872701,4.2139695866090925,618.2635537936263,604.9776979203602,1.0,0.07080619131493493,-0.3219393383326611,0.8235846526606078,0.7269938650306749,1.0118781939745727,0.5210073719502445,0.7620097086327123,0.26964909315431695
GRASIM,EQ,2020-08-13,626.15,631.8,638.0,621.5,627.1,631.85,629.17,3037090.0,1910844276.35,48289,749539.0,24.68,0,0,0,0,0,0,0,0.00910325001996326,-0.003705455692210702,0.07293258617761933,0.07293258617761933,0.22014096746162015,-0.19780359296641903,0.020042638950451913,0.02649605257793776,59.1897233201581,8.215497106011526,6.331071462001076,2.8241603256418752,619.5575010513762,606.0315136881892,1.0,0.039321280796301705,-0.2775624144270847,0.8496421940566858,0.7503067484662574,1.586907495411885,3.6308512071252843,0.7109518864828099,0.2514183265369999
GRASIM,EQ,2020-08-14,631.85,632.0,639.8,623.45,628.0,628.95,630.96,2840764.0,1792397477.95,42117,763501.0,26.88,0,0,0,0,0,0,0,-0.004589696921737718,-0.011939360615819461,0.07872395163365087,0.07872395163365087,0.26855586930213793,-0.1697577717642399,0.02007943846494341,0.02650050747994089,67.31243395561818,8.282846940876652,6.707956590803167,1.8844256440104497,620.452024760769,606.9302778572797,1.0,0.41748405669394817,0.47760586307769193,1.179339389439566,0.8202453987730064,1.7379173159717807,4.302127845633878,0.6917488566303714,0.20892002748807076
GRASIM,EQ,2020-08-17,628.95,630.15,634.0,610.7,625.0,625.35,621.23,4308934.0,2676831340.25,54667,2219504.0,51.51,0,0,0,0,0,0,0,-0.005723825423324613,-0.013721315353678598,0.05615605472048646,0.05615605472048646,0.22174465175344338,-0.17641248518372177,0.019883758247296452,0.026006481291086278,71.8691237307259,8.009883456046055,7.022934660817864,1.5748903500734857,620.9184985930766,607.6526199020923,1.0,-0.06464279952191077,0.28677702559541357,1.0766054296346579,0.7846625766871171,-0.2661875908475847,-0.289093180485973,0.8075605780256377,0.4568189105488911
GRASIM,EQ,2020-08-18,625.35,621.0,678.5,621.0,666.0,667.1,666.22,15465826.0,10303591757.8,220495,1153097.0,7.46,0,0,0,0,0,0,0,0.06676261293675534,0.06864237084501412,0.10602669319406455,0.10602669319406455,0.24261898109341518,-0.11683325610644069,0.01952803139280891,0.021573370891044302,63.096309630963134,7.417562965582761,7.220324419863503,0.9869487952281908,625.3167368223073,609.9838897098533,1.0,0.5168222351451934,1.5272757741296854,1.5723810186277587,0.7404907975460125,-0.02141734311581775,-0.5388029378980177,0.9539919166438098,0.8727005868640237
GRASIM,EQ,2020-08-19,667.1,667.95,672.0,660.45,664.0,664.85,665.69,3245005.0,2160164131.55,56456,474438.0,14.62,0,0,0,0,0,0,0,-0.003372807675011247,0.061806276451329634,0.10238766373735708,0.10238766373735708,0.2616946579371857,-0.11618477899634427,0.022436433950532738,0.022565084399124326,69.12650602409643,10.19944790364616,7.259772129007355,0.1972385457192578,629.0818095058971,612.1355018780944,1.0,2.5892464354292732,4.742887709545963,4.592032255237668,0.899559471365639,2.396416897187548,6.673475852600938,1.2408034161621002,1.5103175033625575
GRASIM,EQ,2020-08-20,664.85,660.15,675.0,655.05,662.1,665.6,666.33,3015031.0,2009003986.15,45903,650223.0,21.57,0,0,0,0,0,0,0,0.0011280740016545998,0.053414576244361855,0.1060152874709206,0.1060152874709206,0.2503052503052503,-0.10423255500975703,0.021893987629071895,0.022318013491813702,75.43138866064092,12.083267181004658,7.847707283935117,2.939675774638805,632.5597324100974,614.2321488632672,1.0,-0.7901822379225009,0.09752402624811277,0.9460681982715987,0.8797356828193834,2.652701508357142,7.796583595292274,1.2998173401768114,1.7165531073271962
GRASIM,EQ,2020-08-21,665.6,674.7,683.0,668.9,677.3,677.35,678.48,3993293.0,2709356327.25,54573,1360681.0,34.07,0,0,0,0,0,0,0,0.01765324519230771,0.07695365291358613,0.13221897200167154,0.13221897200167154,0.27166056509903314,-0.08143477081638184,0.021811117138319836,0.02217699266625443,67.6231727125068,13.48132197459313,8.694819263349025,4.235559897069541,636.8254721805642,616.7073587117666,1.0,-0.07087015274244568,-0.0073625306394231255,0.8637627366177734,0.886343612334802,2.6532192337067353,7.798410820840949,1.3711281060881517,1.9072107254221513
