symbol,series,Date,prevclose,Open,High,Low,lastprice,Close,averageprice,Volume,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty,news_sent,news_count,sent_3d,sent_7d,sent_momentum,sent_surprise,news_intensity,news_event,days_since_news,news_decay_weight,sent_weighted,surprise_weighted,is_recent_news,ret_1d,ret_5d,ret_21d,momentum_1m,momentum_3m,momentum_6m,vol_30d,vol_90d,rsi_14,macd,macd_signal,macd_hist,ema_fast,ema_slow,ema_cross,volume_change,volume_zscore,volume_momentum,mom_vol_interaction,sent_mom_interaction,high_vol_regime,momentum_1m_lag5,range_position,ret_skew_10,ret_kurt_10,ret_skew_30,ret_kurt_30,ticker
CIPLA,EQ,2020-07-06,638.8,640.0,644.25,629.2,634.95,634.6,635.28,5604898.0,3560688039.4,97822,1807532.0,32.25,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.006574827802128924,-0.015971468444720083,-0.02504224919342446,-0.02504224919342446,0.5007685940640889,0.33347341878545933,0.018511478442128863,0.03239139491935213,48.07768529528337,5.729143281338338,9.269820132185561,-3.7413220175360564,637.328883925071,611.3509888118148,1.0,-0.12800226519692515,-0.32025918930957603,0.8412856675345157,0.0080200104251745,-0.0,0,-0.005014271387796088,0.2952755905511809,-0.4504471751514784,0.22082663652473095,0.0866209417893309,0.1517648774998867,CIPLA
CIPLA,EQ,2020-07-07,634.6,637.95,642.6,635.2,636.6,636.55,638.75,3781547.0,2415469626.05,82946,1421771.0,37.60,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.003072801764891109,-0.005778992581023101,0.0022831050228309113,0.0022831050228309113,0.5384894259818731,0.3443505807814149,0.017294050578123957,0.03233046723008891,48.71485943775103,4.899764753559452,8.561684762016117,-3.5406768508472233,637.2547045036356,612.3391853289986,1.0,0.04177859097671366,-0.23969129438445191,0.8821909643728297,-0.0005472403981379848,0.0,0,-0.0035019455252918164,0.24015748031496137,-0.421357478835484,1.0645782113448792,0.05171158132439952,0.4553191450875051,CIPLA
CIPLA,EQ,2020-07-08,636.55,643.45,648.0,632.5,634.0,634.4,639.46,6953560.0,4446544732.65,135866,2621778.0,37.70,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.0033775822794752663,0.011640886620953417,-0.008827435356612678,-0.008827435356612678,0.4122885129118432,0.3499308437067774,0.01695853915889722,0.032165456198549026,48.466505246166236,4.349684542296245,7.829300760324784,-3.661920008456665,636.9828278842418,613.2043153160968,1.0,-0.3253138594136771,-0.5857894127102599,0.6064834046944118,0.005171018173287924,-0.0,0,-0.01646800501882062,0.26574803149606285,-0.38506627377654956,1.1512501165840174,-0.03448218675014009,0.7029655841491091,CIPLA
CIPLA,EQ,2020-07-09,634.4,643.95,643.95,636.25,639.0,639.05,639.31,4354463.0,2783866871.6,77246,872390.0,20.03,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.007329760403530949,-0.01106468585577236,-0.006065790496928347,-0.006065790496928347,0.29822244794311814,0.3691483663631494,0.016906060409172436,0.03212278615309734,46.92400482509047,3.6976309916792616,7.133377516719077,-3.4796162180285393,637.1797014190759,614.2178715782106,1.0,0.8388135860799826,0.0844825835248842,1.1326391458494514,-0.0005124536523011979,-0.0,0,0.007797878976918193,0.2375328083989503,0.8382311213174467,1.0666249391436387,0.03635360018990404,0.7513095486885556,CIPLA
CIPLA,EQ,2020-07-10,639.05,640.0,647.0,636.7,639.0,638.9,642.55,4119833.0,2647218035.15,67871,1039489.0,25.23,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.00023472341757291293,0.0001565435190984399,0.006141732283464485,0.006141732283464485,0.24602632862018514,0.3634229620145113,0.01689093648359191,0.032084255035730945,51.157125456760006,3.5155647512621044,6.446228211711114,-3.435746525039815,637.3435393791639,615.1857981829867,1.0,-0.3737793302998752,-0.4516328749722254,0.7152271615321941,-0.002773808208490796,0.0,0,-0.03292710619937933,0.29855643044619407,0.7959961041807314,0.9222465602485101,-0.05098655456713615,0.7661027270110645,CIPLA
CIPLA,EQ,2020-07-13,638.9,641.0,646.0,636.6,638.85,638.35,640.67,3450074.0,2210350646.05,67930,1132908.0,32.84,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.0008608545938331158,0.005909234163252508,-0.008157240522063347,-0.008157240522063347,0.10136300897170458,0.3735341581495428,0.015856929520717558,0.0320571629262565,41.76726219217763,3.3208910329720993,5.8600955196213125,-2.9306634604490096,637.4393927716245,616.0941982542421,1.0,-0.0538826486756232,-0.4599239155804397,0.6717115631890404,0.0037517100012388047,-0.0,0,-0.02504224919342446,0.24982505248425488,0.8017887039935433,0.928153582957829,-0.11781482399537199,1.2721296446788364,CIPLA
CIPLA,EQ,2020-07-14,638.35,639.95,644.0,631.25,632.55,632.3,639.05,5432821.0,3471847472.25,109157,1852522.0,34.10,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.009477559332654595,-0.0066766161338465135,-0.017633807193350504,-0.017633807193350504,0.06654297039723356,0.34503297170814706,0.015778786737568315,0.032053605521710916,39.30174563591022,3.0866493330813682,5.35225462229147,-2.539204486649213,636.9499267933745,616.7297198913307,1.0,-0.16256945366474806,-0.5705357598049948,0.5719669497822606,0.010060717585313014,-0.0,0,0.0022831050228309113,0.24212736179146335,1.2646506708501972,3.1252026881019668,-0.16743197311798197,1.3715074769882765,CIPLA
CIPLA,EQ,2020-07-15,632.3,634.4,643.5,633.1,639.4,638.2,638.32,4253994.0,2715419937.15,68888,1496691.0,35.18,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.009331013759291684,0.005989911727616759,0.0006271558482284778,0.0006271558482284778,0.07740356208322785,0.3478352692713833,0.015812835377392438,0.03163931811953111,50.707850707850646,2.3853300601404044,4.89913356444945,-2.265605289210102,637.0689813844817,617.571691660298,1.0,0.5746969485292199,-0.14367114900668446,0.8942324538750633,-9.010420132124722e-05,0.0,0,-0.008827435356612678,0.1574527641707487,1.2691666594597466,2.9865475915098236,-0.15753593201568863,1.3312206851556543,CIPLA
CIPLA,EQ,2020-07-16,638.2,639.95,677.4,635.9,673.6,674.5,660.33,16098367.0,10630272505.25,215847,4171149.0,25.91,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.05687872140394856,0.055472967686409635,0.0533302100413835,0.0533302100413835,0.12332417353651426,0.4121218465403538,0.01587366149437467,0.03163553177427279,52.065081351689656,2.2793354154131293,4.396372863587641,-2.5138035043090454,640.6338403002453,619.8041743402864,1.0,-0.21698248479013016,-0.38521699327436343,0.6929922592948685,-0.020543703162832015,0.0,0,-0.006065790496928347,0.24002799160252036,1.5254863096797866,3.0513865750158806,-0.17451945491856372,1.2704907051006311,CIPLA
CIPLA,EQ,2020-07-17,674.5,674.5,696.65,669.25,687.7,689.1,686.02,15244105.0,10457729266.65,184165,4345863.0,28.51,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.021645663454410657,0.0785725465644076,0.07328089712639207,0.07328089712639207,0.15234113712374575,0.42302529685080015,0.018203614133737583,0.03161317987320889,67.039586919105,5.066042341448224,3.9729653739527384,-2.1170374481745116,645.2496650335554,622.5216576994909,1.0,2.7842947122163313,1.9454961502230257,2.3747128622261937,0.14256770324428536,0.0,0,0.006141732283464485,0.7480755773268021,2.4904736061273725,6.970774533746387,0.6871786909243779,2.8861313424268693,CIPLA
CIPLA,EQ,2020-07-20,689.1,689.0,690.85,672.35,674.3,674.35,678.55,5469496.0,3711333902.7,85785,1247668.0,22.81,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.02140473080830063,0.05639539437612595,0.05996541967934599,0.05996541967934599,0.15194738640245986,0.39328512396694215,0.01834442628489955,0.03126356734462428,68.29470198675499,8.356299422057418,4.1915807674518355,1.0930769674954854,648.0211255065502,624.5541417112756,1.0,-0.05306513387351652,1.6345041057065894,2.0594411371028993,0.09801372466630974,0.0,0,-0.008157240522063347,0.9001322751322758,2.0919069635984786,4.876160777789928,0.5353225337067022,2.5517692062682125,CIPLA
CIPLA,EQ,2020-07-21,674.35,676.1,682.1,660.0,663.3,662.3,667.98,4314960.0,2882326709.35,65328,1530393.0,35.47,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.01786905909394243,0.04744583267436342,0.009680615900601985,0.009680615900601985,0.11856105387603444,0.37907339927121275,0.018209349736050186,0.031311948270138314,63.025210084033624,9.66226950604414,5.024524498372952,4.164718654605583,649.3810183154502,626.0343714480885,1.0,-0.6412058300569302,-0.20232060418085332,0.7342229212227025,-0.0019585880578525693,0.0,0,-0.017633807193350504,0.7050264550264557,1.5659153497312295,3.618122914236215,0.563144341252599,2.6460537974391816,CIPLA
CIPLA,EQ,2020-07-22,662.3,666.15,677.8,657.5,661.45,661.7,666.48,5918154.0,3944333455.05,79136,978372.0,16.53,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.0009059338668275796,0.03682231275462233,0.0028796605031828904,0.0028796605031828904,0.12687329700272487,0.37768061628149074,0.018535422618353326,0.03134076987155915,63.559322033898276,9.614100546135774,5.95207349990719,4.637745007671188,650.5542546663596,627.4330235481635,1.0,-0.2110863596938365,-0.3909172016850665,0.6894050640483897,-0.001125708825707266,0.0,0,0.0006271558482284778,0.5456349206349205,1.4790533908538002,2.9279274259210095,0.6347433169120633,2.4122828759925117,CIPLA
CIPLA,EQ,2020-07-23,661.7,663.95,674.0,662.2,672.55,671.45,670.04,4620517.0,3095911606.35,56977,1213526.0,26.26,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.014734774066797574,-0.0045218680504076625,0.06376742712294048,0.06376742712294048,0.14445201977160393,0.3984171613037595,0.018529366821653046,0.0312419356909297,56.963162623539986,9.418935685283031,6.684478909152907,3.6620270462285838,652.5443256505158,629.1591794874513,1.0,0.3715431892763781,-0.09184079812847579,0.9629097703852572,-0.005856451401570268,0.0,0,0.0533302100413835,0.5376984126984138,1.4571204322463793,2.9263296151659453,0.6665466586132921,2.44900648113476,CIPLA
CIPLA,EQ,2020-07-24,671.45,673.0,681.0,658.2,664.95,666.05,668.39,4962946.0,3317186837.9,78732,1036892.0,20.89,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.008042296522451586,-0.033449426788564884,0.04906284454244769,0.04906284454244769,0.11137994326714495,0.4069497253907901,0.018509690152896264,0.03112760543315668,64.36427628684564,9.936468222389522,7.231370264378933,2.7344567761301244,653.8305803504667,630.6058783310807,1.0,-0.21926381097889647,-0.34722541815702446,0.765632349607163,-0.017035866712224484,0.0,0,0.07328089712639207,0.6666666666666676,1.3036649030586556,2.367291059082155,0.5406686805180494,2.3353271600469196,CIPLA
CIPLA,EQ,2020-07-27,666.05,673.95,673.95,650.4,651.7,652.9,656.24,4465120.0,2930175973.65,86167,1321298.0,29.59,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.019743262517828986,-0.031808408096685725,0.028350921404945773,0.028350921404945773,0.07261376704452105,0.3844359626802374,0.01846605978094239,0.030516040331063594,63.691771876360434,9.797937096505507,7.772389855981051,2.7050979580105885,653.7419536504223,631.4801576122148,1.0,0.07411053784673882,-0.2782151239642382,0.827949488645085,-0.007887655113177362,0.0,0,0.05996541967934599,0.595238095238095,1.3494742426603916,2.277085431344043,0.6548666462329815,2.4924390407404777,CIPLA
CIPLA,EQ,2020-07-28,652.9,651.0,665.75,644.25,662.0,662.6,658.09,4583122.0,3016125553.25,70239,1067193.0,23.29,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.014856792770715277,0.0004529669334139008,0.027446115676849292,0.027446115676849292,0.10691613765452712,0.4244867247124584,0.01886190647066251,0.029661465447252018,56.48552161840541,8.528741062305699,8.177499304085941,2.025547240524456,654.5855771122867,632.7005435882064,1.0,-0.10030856672629518,-0.37204216042949695,0.7412642558700974,-0.010211112171812895,0.0,0,0.009680615900601985,0.42129629629629645,1.3114561841611498,1.8235788730196967,0.6757890074670646,2.1837051110226606,CIPLA
CIPLA,EQ,2020-07-29,662.6,662.6,685.55,662.6,680.5,681.25,676.43,7288841.0,4930391212.5,80980,1976886.0,27.12,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.028146694838514952,0.029545111077527553,0.06403748535728226,0.06403748535728226,0.1425576519916143,0.48468998583415046,0.01894222147061107,0.02861768825597143,60.553892215568865,8.210952248476133,8.247747655729894,0.3512417582197571,657.1250459587357,634.6044438396493,1.0,0.026427509227075596,-0.36216548985451547,0.7742536879986867,-0.023192167253471493,0.0,0,0.0028796605031828904,0.5496031746031753,0.9860308233236528,1.1985069178199694,0.552317358311745,1.9811438571893858,CIPLA
CIPLA,EQ,2020-07-30,681.25,681.2,698.95,681.0,686.7,685.95,690.81,7171188.0,4953962689.35,114618,1732064.0,24.15,0,0,0,0,0,0,0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.006899082568807335,0.02159505547695284,0.09384468186892048,0.09384468186892048,0.16341587516960665,0.476908170954893,0.019557581774124685,0.02870168252648416,64.29539295392954,9.356149590934706,8.240388574279143,-0.03679540725376107,659.8702796769513,636.6179950616239,1.0,0.5903659121446037,0.12445401466981465,1.202623314241746,0.011679347413998719,0.0,0,0.06376742712294048,0.7820240622788396,0.6903643088038194,0.06578132851426131,0.4633811909956436,1.3900069294368746,CIPLA
