symbol,series,Date,prevclose,Open,High,Low,lastprice,Close,averageprice,Volume,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty,news_sent,news_count,sent_3d,sent_7d,sent_momentum,sent_surprise,news_intensity,news_event,days_since_news,news_decay_weight,sent_weighted,surprise_weighted,is_recent_news,ret_1d,ret_5d,ret_21d,momentum_1m,momentum_3m,momentum_6m,vol_30d,vol_90d,rsi_14,macd,macd_signal,macd_hist,ema_fast,ema_slow,ema_cross,volume_change,volume_zscore,volume_momentum,range_position,ret_skew_10,ret_kurt_10,ret_skew_30,ret_kurt_30,ticker
MARUTI,EQ,2020-07-06,"5,932.10",5963.45,6147.7,5925.0,"6,135.00",6123.6,"6,045.46",1385087.0,8373486835.4,105457,183667.0,13.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.03228199120041797,0.07834539595329937,0.0656781873237966,0.0656781873237966,0.42797845300002324,-0.16249299068616052,0.02024481734867896,0.04437852884463702,72.06188058979939,129.18518211637002,131.11514121567274,-6.067308061920414,5764.400143398523,5592.674782188432,1.0,-0.2795280060314722,-1.0517799147132392,0.6944636862511421,0.9068469362441088,0.7549692458276173,0.45514225601868424,-0.06227129159720575,-0.12349094037544424,MARUTI
MARUTI,EQ,2020-07-07,"6,123.60",6140.0,6250.0,6092.65,"6,212.85",6226.75,"6,187.36",1799721.0,11135525711.75,132528,476086.0,26.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.016844666536024455,0.06653477895962867,0.08578328799609403,0.08578328799609403,0.46637700613468014,-0.1504942120234385,0.02073447171487012,0.044511362579526384,75.90677895439008,145.28013451764855,130.72914939581221,-1.929959099302721,5808.4334630748535,5617.5404770045725,1.0,0.3069583375401852,-0.4712966826388195,0.903450713359757,0.974543149889089,0.4849463381120839,-0.9436930864347818,-0.06536899226607693,-0.30036289363123203,MARUTI
MARUTI,EQ,2020-07-08,"6,226.75",6226.75,6235.0,6022.6,"6,049.80",6044.4,"6,124.25",1204104.0,7374233971.9,107505,294304.0,24.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.029284939976713442,0.041581223828643266,0.06748141214700731,0.06748141214700731,0.5067680418795961,-0.1667780955991316,0.020624915777240807,0.044547206301403144,73.20691733506422,164.4630159201579,133.6393464201795,14.550985121836334,5830.906466591534,5634.280066141649,1.0,0.2993559249346791,0.21188378496849045,1.151621106185932,0.9778360343183985,0.13858007338440348,-1.3141988605400303,-0.051781693239872945,-0.24875872217766212,MARUTI
MARUTI,EQ,2020-07-09,"6,044.40",6080.0,6096.0,5931.35,"6,020.00",6002.35,"5,994.28",1043433.0,6254630547.85,90297,191108.0,18.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.00695685262391621,0.0090611840059176,0.057571005708647593,0.057571005708647593,0.31814039287165263,-0.14768402817221393,0.021583294165760897,0.04442688903766243,63.210568454763816,163.07167780622422,139.8040803201752,30.823669499978394,5847.234422154244,5648.714181194918,1.0,-0.33094963052606485,-0.7672831038404282,0.773620912051605,0.8040038131553857,-0.12480285400856224,-0.810925219080349,-0.06097323574760698,-0.48873605776562096,MARUTI
MARUTI,EQ,2020-07-10,"6,002.35",5980.0,6085.1,5921.0,"5,964.00",5955.65,"5,986.88",1168905.0,6998094624.0,102190,101731.0,8.70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.007780286054628771,0.00396992633300175,0.09758300083853189,0.09758300083853189,0.2676720376322341,-0.15804540827867009,0.020464774932881114,0.04442348701113504,54.737839545167404,156.76881543426862,144.45759981738502,23.267597486049027,5857.559715282411,5660.750879971588,1.0,-0.1334361483725658,-0.9695319864808527,0.6784635911638852,0.7639180171591996,0.004458909387326971,-1.0340652933610552,-0.04987549031508583,-0.36535903066373854,MARUTI
MARUTI,EQ,2020-07-13,"5,955.65",6000.0,6059.25,5927.8,"6,006.20",5988.85,"5,988.05",1035124.0,6198373071.95,80418,197689.0,19.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.005574538463475998,-0.022005029721079095,0.07679237650020232,0.07679237650020232,0.1243182863525858,-0.14873066863770745,0.020097452973476905,0.04432995576890363,52.58572109757682,146.31878006667648,146.91984294076175,12.3112156168836,5870.063551922181,5673.617512129565,1.0,0.12024921580973569,-0.7582737959320258,0.774376408184457,0.6573141626404326,0.09758878209364216,-1.1907641411040666,0.06817634828020698,-0.21329640439346734,MARUTI
MARUTI,EQ,2020-07-14,"5,988.85",5951.0,5958.75,5750.0,"5,778.95",5771.75,"5,817.51",1602939.0,9325107046.1,135530,526489.0,32.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,-0.03625069921604318,-0.07307182719717353,0.054056521937634106,0.054056521937634106,0.09248270444715745,-0.2014623887989595,0.019277142413202566,0.04432442208841513,54.34736439706072,139.11241298304503,146.79963036594472,-0.6010628740852724,5860.700356501021,5677.465844987229,1.0,-0.11444984836235628,-0.9686932705883611,0.7087681116489554,0.6927647058823534,-0.16108791790645294,-0.722388793070167,0.08283982326810035,0.09288935763747543,MARUTI
MARUTI,EQ,2020-07-15,"5,771.75",5810.0,5879.8,5755.0,"5,809.10",5801.3,"5,817.70",1246712.0,7252996208.35,98323,294213.0,23.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.0051197643695586326,-0.04021904572827728,0.05436007415215749,0.05436007415215749,0.1387825609013995,-0.20860787122297253,0.020178158491628014,0.04449265981188726,50.64919642150263,114.56255372398209,145.26218688936478,-7.687217382899689,5855.0431796914,5682.322086360278,1.0,0.5485478068328045,0.24892402976940722,1.0949788383212613,0.4059006211180124,-0.09951812307816625,-0.5336664367351263,-0.036351234620849195,-0.018314513770463083,MARUTI
MARUTI,EQ,2020-07-16,"5,801.30",5809.0,5920.0,5752.0,"5,873.80",5875.35,"5,849.80",1018659.0,5958954596.05,86516,176880.0,17.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.012764380397497055,-0.021158379634643065,0.02604694212566816,0.02604694212566816,0.14511382240586257,-0.20092619037904436,0.020057695242138227,0.04449586976204982,51.51668351870576,96.38004229623857,139.12226025628826,-30.699633165382693,5856.977162577933,5689.891808463797,1.0,-0.22223365954662033,-0.4798673384219898,0.8499296625996078,0.263218390804598,-0.28636318729458854,-0.4686572100489502,-0.11753648900749224,0.06556911517136854,MARUTI
MARUTI,EQ,2020-07-17,"5,875.35",5898.0,5956.0,5851.0,"5,931.50",5919.5,"5,909.33",810164.0,4787528745.9,68796,117796.0,14.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,999.0,1.6902950347645113e-87,0.0,0.0,0,0.00751444594790085,-0.006069866429356918,0.035891782164356734,0.035891782164356734,0.0752951861943687,-0.19863811122542918,0.020076509051752275,0.04448396594027056,54.45335896772288,86.94325935659617,130.57381666427833,-42.742217960049686,5862.931718522892,5698.896051269138,1.0,-0.18292356213784744,-0.9088380238105462,0.754097820322927,0.37558333333333394,-0.3297791950347498,-0.04444689415274387,-0.12084899442464415,0.05512505785963132,MARUTI
