symbol,series,Date,prevclose,Open,High,Low,lastprice,Close,averageprice,Volume,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty,news_sent,news_count,sent_3d,sent_7d,sent_momentum,sent_surprise,news_intensity,news_event,days_since_news,news_decay_weight,sent_weighted,surprise_weighted,is_recent_news,ret_1d,ret_5d,ret_21d,momentum_1m,momentum_3m,momentum_6m,vol_30d,vol_90d,rsi_14,macd,macd_signal,macd_hist,ema_fast,ema_slow,ema_cross,volume_change,volume_zscore,volume_momentum,mom_vol_interaction,sent_mom_interaction,high_vol_regime,momentum_1m_lag5,range_position,ret_skew_10,ret_kurt_10,ret_skew_30,ret_kurt_30,ticker
COALINDIA,EQ,2020-07-06,135.25,136.3,137.5,135.25,135.85,135.85,136.17,9491956.0,1292496413.2,48520,3101204.0,32.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70.0,8.315287191035679e-07,0.0,0.0,0,0.0044362292051756125,0.0074156470152020315,-0.06213324128408704,-0.06213324128408704,-0.029989289539450348,-0.3590469450342062,0.027407630047956818,0.03472610370009876,54.49358059914408,-0.4286049855531644,0.3880742176091374,-0.905479978129593,136.74373025828197,138.80834716142863,0.0,0.17386734578092145,-0.42586936117721375,0.7191835452373387,0.02646064377352383,-0.0,0,-0.04564755838641199,0.34134615384615385,-0.13281193073419306,2.0208390543177077,0.5309926292594843,-0.07578413932197985,COALINDIA
COALINDIA,EQ,2020-07-07,135.85,136.5,136.7,132.6,133.0,132.85,133.63,9905750.0,1323753577.5,94169,4459127.0,45.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71.0,6.807981343976331e-07,0.0,0.0,0,-0.022083179977916867,0.0,-0.09441036128152691,-0.09441036128152691,-0.04732879168160631,-0.3706774040738986,0.027404755789028915,0.03451652845132806,56.77233429394811,-0.44816842070676444,0.22473837697667706,-0.8166792031623018,136.37289880511224,138.57468648843144,0.0,0.04382513318674408,-0.3837954803229994,0.757493470259505,0.03623426995551153,-0.0,0,-0.10568832043083143,0.3888888888888887,-1.6832736238371515,3.410415435442899,0.5357736267924119,-0.07088334736550334,COALINDIA
COALINDIA,EQ,2020-07-08,132.85,132.95,134.45,131.6,132.85,132.85,132.92,12308840.0,1636032833.65,70137,4798469.0,38.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,72.0,5.573903692694596e-07,0.0,0.0,0,0.0,-0.007471049682480357,-0.07934857934857942,-0.07934857934857942,-0.03557168784029041,-0.3729053575643144,0.027659916734519122,0.03455683881315255,54.722222222222236,-0.6977048052777377,0.09015701743998877,-0.6729067976834415,136.03738463319678,138.3501889790812,0.0,0.04359417595277515,-0.3470196971996972,0.7946018925368644,0.027535519978770177,-0.0,0,-0.06659693165969327,0.2526881720430102,-1.192608777591067,1.6655738120895356,0.6382311690827479,-0.04295912598200226,COALINDIA
COALINDIA,EQ,2020-07-09,132.85,133.5,135.3,129.1,130.8,130.4,131.48,19348275.0,2543822744.2,113948,8447928.0,43.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73.0,4.563526367903986e-07,0.0,0.0,0,-0.018441851712457602,-0.0239520958083832,-0.07320540156361044,-0.07320540156361044,-0.06956831965750976,-0.36606708799222165,0.02721774819627637,0.03447551195426359,41.472172351885085,-0.88525946777321,-0.06741534710355654,-0.7878618227177265,135.5004908586066,138.0384168622545,0.0,0.24259546223153228,-0.03727114734870558,0.9675885858781267,0.002728449308398487,-0.0,0,-0.05716302046577271,0.2526881720430102,-1.5010596953220348,2.4817421671540054,0.7471351345718326,0.2491596519285764,COALINDIA
COALINDIA,EQ,2020-07-10,130.4,129.5,132.25,128.2,131.25,131.2,130.67,17079042.0,2231709006.65,94861,5097240.0,29.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,74.0,3.73629937988526e-07,0.0,0.0,0,0.006134969325153339,-0.02994454713493544,-0.04720406681190992,-0.04720406681190992,-0.04477611940298509,-0.36217792902284884,0.027086112381159145,0.03451400479702872,38.56427378964941,-1.2175571723748249,-0.23098417123748724,-0.8178441206696534,135.0909203006441,137.77024365197002,0.0,0.5719007640037566,0.910664182391758,1.463785917640635,-0.04298705290883386,-0.0,0,-0.035650623885918,0.1209677419354839,-1.251714289350049,1.551649677983622,0.8894222488392912,0.5009342937213348,COALINDIA
COALINDIA,EQ,2020-07-13,131.2,131.8,132.45,130.3,130.65,130.5,130.98,7748616.0,1014945494.55,58621,3158897.0,40.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75.0,3.059023205018258e-07,0.0,0.0,0,-0.005335365853658458,-0.03938167096061829,-0.03082064611956925,-0.03082064611956925,-0.07315340909090917,-0.3481518481518481,0.02500115119390032,0.03452260936251272,24.435318275153904,-1.4002114176054192,-0.42829877146495476,-0.9865730011373376,134.65368979582084,137.48513605777512,0.0,-0.11728347875973444,0.5821979757448097,1.256705356229186,-0.01794371778196034,-0.0,0,-0.06213324128408704,0.16397849462365505,-1.343560354816379,1.8311880354499348,0.9318630123307665,1.1469678377676769,COALINDIA
COALINDIA,EQ,2020-07-14,130.5,130.4,130.4,128.0,128.25,128.25,128.94,7234663.0,932861438.55,56207,2750599.0,38.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76.0,2.504516372327617e-07,0.0,0.0,0,-0.017241379310344862,-0.034625517500940894,-0.029144587433762248,-0.029144587433762248,-0.12097326936257713,-0.3522727272727273,0.02287119938660123,0.034520877578477875,23.138832997987876,-1.5832002260612228,-0.6226813006930476,-0.9719126461404645,134.04381457717125,137.122973859431,0.0,-0.5463085107466801,-0.6905558336946515,0.571512007768051,0.020125964873008353,-0.0,0,-0.09441036128152691,0.1263440860215051,-0.47295077685911036,-1.1129673659943116,1.0107437824816852,2.130335926149564,COALINDIA
COALINDIA,EQ,2020-07-15,128.25,128.85,129.45,127.55,128.2,128.0,128.51,7037830.0,904450444.7,54870,3089399.0,43.90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,77.0,2.0505245756119267e-07,0.0,0.0,0,-0.0019493177387914784,-0.036507339104252856,-0.024018299656881514,-0.024018299656881514,-0.12836227442969017,-0.37652216268874816,0.022280621627943167,0.03440729427363701,23.185483870967673,-1.8880125378022683,-0.8147850857666827,-0.9605189253681752,133.46821318886924,136.765210178669,0.0,-0.0663283610905483,-0.7172760840689439,0.535453627814886,0.017227751923882432,-0.0,0,-0.07934857934857942,0.013333333333333334,-0.45990541536093854,-1.2582115132090834,1.097592036494664,2.4511461201234566,COALINDIA
COALINDIA,EQ,2020-07-16,128.0,127.75,128.0,124.6,126.05,126.15,125.7,11785672.0,1481479175.55,113925,3788917.0,32.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78.0,1.6788275299956603e-07,0.0,0.0,0,-0.014453124999999956,-0.03259202453987731,-0.025492468134414747,-0.025492468134414747,-0.14416553595658077,-0.40368707161427564,0.022225522896021005,0.03439660083493002,24.058577405857676,-2.125252810103035,-1.0294305761737998,-1.0732274520355856,132.77124050421503,136.34892742656433,0.0,-0.02720693417233122,-0.7173449299280407,0.5210558605696171,0.018286892767574555,-0.0,0,-0.07320540156361044,0.023437500000000146,-0.3475290448630563,-1.0033187456500638,1.060009952016635,2.433952470349243,COALINDIA
COALINDIA,EQ,2020-07-17,126.15,126.6,132.05,126.6,130.95,130.6,129.3,11331580.0,1465214709.25,62603,3999890.0,35.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79.0,1.374507727921396e-07,0.0,0.0,0,0.03527546571541795,-0.004573170731707266,-0.05087209302325579,-0.05087209302325579,-0.12201680672268911,-0.3867104954214604,0.022285191881218032,0.03391858750055687,16.839916839916796,-2.434483760650892,-1.248595022959647,-1.0958222339292352,132.5644556942898,136.12347929218927,0.0,0.6746173181222053,-0.0668960554861865,0.8643018312903382,0.003403142357582161,-0.0,0,-0.04720406681190992,0.06997742663656935,-0.0011080787952249818,-1.4296796227943436,1.0681719631950504,2.4054389798634666,COALINDIA
