symbol,series,Date,prevclose,Open,High,Low,lastprice,Close,averageprice,Volume,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty,news_sent,news_count,sent_3d,sent_7d,sent_momentum,sent_surprise,news_intensity,news_event,days_since_news,news_decay_weight,sent_weighted,surprise_weighted,is_recent_news,ret_1d,ret_5d,ret_21d,momentum_1m,momentum_3m,momentum_6m,vol_30d,vol_90d,regime,rsi_14,macd,macd_signal,macd_hist,ema_fast,ema_slow,ema_cross,volume_change,volume_zscore,volume_momentum,mom_vol_interaction,sent_mom_interaction,high_vol_regime,momentum_1m_lag5,range_position,ret_skew_10,ret_kurt_10,ret_skew_30,ret_kurt_30,ticker
SIEMENS,EQ,2020-07-06,"1,149.20",1174.8,1188.0,1155.0,"1,160.00",1162.3,"1,172.78",3011096.0,3531341330.8,93462,619099.0,20.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.0,0.0055165644207607716,0.0,0.0,0,0.01139923424991296,0.05740538573508003,0.010168607682948139,0.010168607682948139,0.04391952577689939,-0.22058675607711653,0.02024542042268622,0.030595667793644723,low_vol,75.00622975330177,8.579256797987682,1.6094878429786543,3.364582721467124,1100.2558980502008,1107.2818644996369,0.0,2.7465151951293567,3.7615221970925727,3.0690405375972274,0.0382494435129355,0.0,0,0.009181050312155659,0.8357969151670954,1.406187346934093,2.880067671438003,0.740136385649056,0.16249138794458343,SIEMENS
SIEMENS,EQ,2020-07-07,"1,162.30",1172.85,1180.0,1158.05,"1,170.00",1172.7,"1,171.67",945340.0,1107624932.15,43807,310113.0,32.80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27.0,0.004516580942612666,0.0,0.0,0,0.008947775961455795,0.06934755847353302,0.036915867191299245,0.036915867191299245,0.08063029856247694,-0.2252758142300324,0.02018321721737515,0.030541086389870294,low_vol,82.7935222672064,12.87829166041729,3.0034416339804597,6.969768955009028,1107.155336331134,1109.8472815780826,0.0,0.584587210036627,4.191581262383858,4.300471873174572,0.15473585720370095,0.0,0,-0.025633051976899024,0.8477938999111635,1.528804548135011,3.3866064893198504,0.6586688890147308,0.10668536279781354,SIEMENS
SIEMENS,EQ,2020-07-08,"1,172.70",1170.0,1187.8,1138.75,"1,156.55",1156.5,"1,165.67",957322.0,1115926140.7,39063,302778.0,31.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28.0,0.003697863716482929,0.0,0.0,0,-0.013814274750575617,0.056212612448056865,0.03006012024048088,0.03006012024048088,0.10011890606420937,-0.2346888131555438,0.020194485280398362,0.03055761300995772,low_vol,85.77766822775446,16.92934983855548,4.978411639267826,9.87485002643683,1111.8548281091214,1111.6767999475696,0.0,-0.6860478709413449,0.36983151557371635,1.329021208088629,0.01111717982686519,0.0,0,-0.01324742035777049,0.9093870299082029,1.7299569229389296,4.249124336202823,0.6467181654117771,0.08869488865730692,SIEMENS
SIEMENS,EQ,2020-07-09,"1,156.50",1166.0,1169.5,1140.6,"1,147.00",1144.6,"1,152.90",606310.0,699015666.4,31486,123146.0,20.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29.0,0.0030275547453758127,0.0,0.0,0,-0.010289667099005695,0.04572655429171801,0.03860986343632322,0.03860986343632322,0.02811461421000616,-0.22373685995252635,0.020432431534204005,0.03046078251723668,low_vol,77.85152409046209,18.61802106258324,7.368599279125357,11.950938199287656,1114.9734159082527,1112.967905831979,1.0,0.01267480483212391,0.3644206019295661,1.2933614465644454,0.014070229673883255,0.0,0,-0.02986926656326172,0.8134438851051229,1.5433802648545951,3.589407502040085,0.6548847937436657,0.010497631906176178,SIEMENS
SIEMENS,EQ,2020-07-10,"1,144.60",1150.0,1158.0,1130.55,"1,135.60",1137.85,"1,141.18",465094.0,530755113.35,20976,80603.0,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30.0,0.0024787521766663585,0.0,0.0,0,-0.005897256683557561,-0.009876435781413284,0.06440598690364818,0.06440598690364818,0.029030070088175375,-0.23384843281823398,0.018531381050245817,0.03046299280516644,low_vol,70.2766179540709,18.7795951433734,9.618483635816933,11.249421783457882,1117.1521382027047,1113.9436742307248,1.0,-0.3666603295442913,-0.2638143669471942,0.8081053297590766,-0.016991224662595224,0.0,0,0.03215376324770958,0.7429671305892799,1.8555499563817537,4.446733115594863,0.6052747581638984,0.045965531841692796,SIEMENS
SIEMENS,EQ,2020-07-13,"1,137.85",1143.4,1149.75,1121.7,"1,141.95",1143.65,"1,136.24",606460.0,689086101.1,22328,204689.0,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31.0,0.002029430636295734,0.0,0.0,0,0.005097332688843048,-0.016045771315495005,0.07018200533383245,0.07018200533383245,-0.00939800779558242,-0.22364401602063666,0.018392476648003114,0.030353125233970667,low_vol,64.88423373759642,18.153710504182072,11.450705937328227,9.161111507556466,1119.6757440881613,1115.108628182461,1.0,-0.23291055730566868,-0.47968218423096554,0.61855154184531,-0.033665057612242026,0.0,0,0.010168607682948139,0.7029908202546634,2.0144382627835786,4.844584280634758,0.7295663630327747,0.2601287149719681,SIEMENS
SIEMENS,EQ,2020-07-14,"1,143.65",1143.0,1165.0,1125.0,"1,128.05",1130.8,"1,141.72",818153.0,934101393.1,32501,169117.0,20.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32.0,0.001661557273173934,0.0,0.0,0,-0.011235955056179914,-0.035729513089451714,0.07813319349764036,0.07813319349764036,-0.044327065286287826,-0.2508281436332318,0.017410231757470772,0.030354589455728123,low_vol,62.4742268041237,17.919143217018473,12.791306850698996,6.703004566853846,1120.7351970321458,1115.7239760968741,1.0,0.3039514592748993,-0.20802551803252994,0.7943250645063309,-0.016253698052882536,0.0,0,0.036915867191299245,0.7373408350607054,2.075123116477531,5.2710520736657385,0.8111680097649293,0.8564719488299951,SIEMENS
SIEMENS,EQ,2020-07-15,"1,130.80",1144.0,1165.0,1135.05,"1,161.90",1157.15,"1,155.39",1004889.0,1161036182.2,27580,346420.0,34.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33.0,0.0013603680375478928,0.0,0.0,0,0.023302087018040485,0.0005620406398616495,0.12050934443691297,0.12050934443691297,-0.03025350932327664,-0.2338023506042045,0.017334599296078973,0.03014923141163416,low_vol,60.3929384965831,16.50608744255078,13.816874123962894,5.127836366319476,1124.2032735052749,1117.3485260538596,1.0,0.3490634172080598,0.16949431543604768,1.045189577798772,0.020425648838981444,0.0,0,0.03006012024048088,0.6574850299401195,1.9974966657405502,4.822869014889581,0.8150537671977307,0.8965946651971592,SIEMENS
SIEMENS,EQ,2020-07-16,"1,157.15",1161.0,1172.0,1139.05,"1,161.00",1160.3,"1,153.67",598260.0,690193405.85,26696,136041.0,22.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34.0,0.0011137751478448024,0.0,0.0,0,0.002722205418485002,0.013716582212126571,0.12919079363534625,0.12919079363534625,-0.041074380165289304,-0.22739379411373017,0.017581965785916753,0.030251833806655772,low_vol,62.63765780284715,17.312883203950378,14.354716787680472,2.6892133185878855,1127.641056980963,1119.0328975811592,1.0,0.22824092804157647,0.5028606259552718,1.2589944221669063,0.06496496335512855,0.0,0,0.03860986343632322,0.8124049863180304,1.3964962537259333,2.1202193231866917,0.7912194247601595,0.7024535187088383,SIEMENS
SIEMENS,EQ,2020-07-17,"1,160.30",1160.3,1167.0,1135.0,"1,157.75",1158.95,"1,156.58",717521.0,829873255.9,30091,337190.0,46.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35.0,0.0009118819655545162,0.0,0.0,0,-0.0011634922002929926,0.018543744781825522,0.11095667177914104,0.11095667177914104,-0.03231328017367352,-0.2329913964262078,0.017379045380131953,0.030012392671641717,low_vol,61.9945355191256,17.998972382209786,14.946350070934454,2.958166416269906,1130.6228610780142,1120.5982741466041,1.0,-0.40465066290903773,-0.2520843953266245,0.7445756364664776,-0.02797044551289951,0.0,0,0.06440598690364818,0.806293706293706,1.3584631139027834,2.090264030166203,0.7412937219017454,0.7652305366765765,SIEMENS
