Symbol,Series,Date,PrevClose,Open,High,Low,LastPrice,Close,AveragePrice,Volume,TurnoverInRs,No.ofTrades,DeliverableQty,%DlyQttoTradedQty,sent_mean,sent_sum,sent_std,news_count,ret_1d,momentum_1m,momentum_3m,momentum_6m,vol_30d,vol_90d,rsi_14,macd,signal,macd_hist,ema_cross,sent_3d,sent_5d,sent_lag1,news_intensity,momentum_1m_z,momentum_3m_z,momentum_6m_z,vol_30d_z,vol_90d_z,rsi_14_z,macd_hist_z,ema_cross_z,sent_3d_z,sent_5d_z,sent_lag1_z,news_intensity_z
NESTLEIND,EQ,2020-07-06,"16,695.60",16755.0,16842.0,16686.95,"16,810.05",16802.0,"16,765.59",98338.0,1648694830.75,19506,48162.0,48.98,0.0,0.0,0.0,0.0,0.00637293658209348,-0.017245866928703113,0.030759603940959224,0.13687956939045476,0.014463701931483545,0.029345365005482536,60.79020224297309,24.67731089767767,-17.55693376096739,42.23424465864506,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,
NESTLEIND,EQ,2020-07-07,"16,802.00",16855.0,16950.0,16730.05,"16,864.00",16912.4,"16,849.35",141356.0,2381756669.35,34666,73299.0,51.85,0.0,0.0,0.0,0.0,0.006570646351624854,0.004525961915396559,0.08035044124551671,0.148210885069606,0.013661452680710291,0.029308183182018707,67.02581583275727,38.46737555507207,-6.352071897759498,44.81944745283157,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,
NESTLEIND,EQ,2020-07-08,"16,912.40",16936.0,17150.0,16737.0,"16,794.40",16802.05,"16,909.32",218721.0,3698422798.85,39933,61287.0,28.02,0.0,0.0,0.0,0.0,-0.00652479837279174,0.015073206243146897,0.11237599017521083,0.15133003508387222,0.013709069070620663,0.02928614618028188,64.23447708685512,40.030333613656694,2.924409204523739,37.10592440913295,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,
NESTLEIND,EQ,2020-07-09,"16,802.05",16840.0,16965.95,16681.0,"16,775.00",16759.1,"16,783.94",91896.0,1542376985.45,23081,35941.0,39.11,0.0,0.0,0.0,0.0,-0.0025562356974297984,0.01357145881086419,-0.016406816267720892,0.16248226876562866,0.013376112680239773,0.02928745429434095,65.46529766478069,37.372476438886224,9.814022651396236,27.558453787489988,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,
NESTLEIND,EQ,2020-07-10,"16,759.10",16759.1,16874.95,16628.0,"16,820.00",16833.1,"16,758.05",133611.0,2239059355.7,25724,54500.0,40.79,0.0,0.0,0.0,0.0,0.004415511572817055,0.013538452275224655,-0.0022612432392384862,0.17790178961915903,0.011900347181580437,0.029273402664733883,65.91055341055332,40.767346442255075,16.004687409568007,24.76265903268707,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,
NESTLEIND,EQ,2020-07-13,"16,833.10",16885.0,17098.0,16875.05,"16,950.00",16956.85,"16,980.11",114029.0,1936224539.5,21470,43963.0,38.55,0.0,0.0,0.0,0.0,0.007351587051701802,0.02791838169771399,0.006956774764395934,0.17827499348562492,0.011435877369546077,0.029281446515174843,60.794523444520706,52.83435460510009,23.370620848674427,29.46373375642566,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,
NESTLEIND,EQ,2020-07-14,"16,956.85",16949.0,17115.15,16852.0,"16,852.00",16895.8,"16,970.95",75853.0,1287297565.1,15846,27827.0,36.69,0.0,0.0,0.0,0.0,-0.0036003149169804294,0.030212861959842296,0.01782234283838191,0.1538127968477372,0.01131411982071859,0.029102503282438186,55.23769691900175,56.81637690242496,30.059772059424535,26.756604843000428,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,
NESTLEIND,EQ,2020-07-15,"16,895.80",16940.0,17143.0,16740.0,"16,900.10",16908.75,"16,857.13",126521.0,2132781214.7,22614,71340.0,56.39,0.0,0.0,0.0,0.0,0.0007664626711965106,0.03467424627189897,-0.024076671341748512,0.15136338720605202,0.01043000716724893,0.029025794775444067,53.52459253683813,60.32176329602953,36.11217030674554,24.20959298928399,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,
NESTLEIND,EQ,2020-07-16,"16,908.75",16926.0,17764.6,16760.0,"17,457.20",17495.65,"17,256.47",296541.0,5117250271.4,45424,161713.0,54.53,0.0,0.0,0.0,0.0,0.0347098395800991,0.08010174001352022,-0.02232994789120013,0.1935701737929154,0.012070771898727744,0.02920417330449225,68.55594112177083,109.19895476342936,50.72952719808231,58.46942756534705,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,
NESTLEIND,EQ,2020-07-17,"17,495.65",17494.0,17620.0,17165.0,"17,239.00",17229.95,"17,347.76",125138.0,2170864493.95,27381,49194.0,39.31,0.0,0.0,0.0,0.0,-0.01518663210569493,0.06496095234857635,-0.005446107490634455,0.15881454878065182,0.012361725356811619,0.02923497330982594,60.42345949069296,125.05317651408768,65.59425706128339,59.458919452804295,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,
