symbol,series,Date,prevclose,Open,High,Low,lastprice,Close,averageprice,Volume,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty,news_sent,news_count,sent_3d,sent_7d,sent_momentum,sent_surprise,news_intensity,news_event,days_since_news,news_decay_weight,sent_weighted,surprise_weighted,is_recent_news,ret_1d,ret_5d,ret_21d,momentum_1m,momentum_3m,momentum_6m,vol_30d,vol_90d,regime,rsi_14,macd,macd_signal,macd_hist,ema_fast,ema_slow,ema_cross,volume_change,volume_zscore,volume_momentum,mom_vol_interaction,sent_mom_interaction,high_vol_regime,momentum_1m_lag5,range_position,ret_skew_10,ret_kurt_10,ret_skew_30,ret_kurt_30,ticker
ULTRACEMCO,EQ,2020-07-06,"3,889.60",3920.0,3944.7,3904.5,"3,940.00",3930.9,"3,928.52",254346.0,999204472.7,23807,99912.0,39.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54.0,2.0399503411171922e-05,0.0,0.0,0,0.010618058412176001,0.032545311268715515,0.01585455673140279,0.01585455673140279,0.21142733870594954,-0.03298892988929891,0.01765480655401756,0.03516444877702734,low_vol,61.647361647361635,56.7132373017389,60.497275035558864,-2.9664020454648536,3837.050765494021,3751.953021723092,1.0,-0.12457148293236475,-1.0409285582811798,0.5465475232585599,-0.016503460880606283,0.0,0,-0.025058580995428792,0.6961538461538459,-0.024628160563393144,0.08532478849100045,0.022123112811622717,-0.5498640922239804,ULTRACEMCO
ULTRACEMCO,EQ,2020-07-07,"3,930.90",3940.0,3947.85,3826.5,"3,856.90",3862.0,"3,859.56",452430.0,1746180418.3,52503,208472.0,46.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55.0,1.670170079024566e-05,0.0,0.0,0,-0.01752779261746673,-0.008103144944844765,0.022179874014080836,0.022179874014080836,0.22968175377708433,-0.09018092725216742,0.017461730099322104,0.03518554183382484,low_vol,62.0230983671844,58.25610090286318,59.74046748879488,-3.7840377338199644,3839.426883066019,3756.2685894986575,1.0,-0.012877235469448634,-0.9839100367930043,0.5648054183089991,-0.021823000657258475,0.0,0,0.020402547370076407,0.7954326923076925,-0.284882607249881,0.03266210906550425,0.0488416586154992,-0.450348701117348,ULTRACEMCO
ULTRACEMCO,EQ,2020-07-08,"3,862.00",3884.95,3884.95,3776.8,"3,789.95",3786.65,"3,808.09",635619.0,2420496224.45,52303,279377.0,43.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56.0,1.3674196065680938e-05,0.0,0.0,0,-0.019510616261004587,-0.028715436310470355,-0.0012396639719360891,-0.0012396639719360891,0.24495331404523935,-0.1025194349639742,0.016316168896591304,0.03521637865144465,low_vol,53.95564878633503,53.304713685477964,59.44359417160854,-1.4843665859316957,3834.4005132502075,3757.4600173614554,1.0,0.7787973862376447,-0.3480337506422359,1.0148769098446917,0.00043144490168896857,-0.0,0,0.01678294320923257,0.6298076923076923,-0.22997389773456994,-0.3533333567524036,-0.0837684138390458,-0.8061180708196737,ULTRACEMCO
ULTRACEMCO,EQ,2020-07-09,"3,786.65",3802.0,3858.75,3767.05,"3,846.05",3843.45,"3,832.26",524030.0,2008218537.9,34540,174605.0,33.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57.0,1.119548484259094e-05,0.0,0.0,0,0.015000066021417346,-0.018263323924954333,0.013447771229680106,0.013447771229680106,0.1719621893581338,-0.07544923143537574,0.01647070317735184,0.03526445126523023,low_vol,45.93047901653243,42.807134370598305,58.215818074382426,-6.138880486130574,3835.26236913114,3760.8321735433587,1.0,0.4049002055566606,0.27590409017099915,1.4022988541973629,0.003710295085952628,0.0,0,0.015314193832827616,0.4486778846153848,0.2533046672176869,-1.025864531892639,-0.08878255043811803,-0.8460664470067477,ULTRACEMCO
ULTRACEMCO,EQ,2020-07-10,"3,843.45",3835.05,3844.7,3783.0,"3,802.00",3798.5,"3,805.34",336838.0,1281783447.7,33554,168344.0,49.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58.0,9.166087736247602e-06,0.0,0.0,0,-0.011695221740883777,-0.0234214315096668,0.025263839779751107,0.025263839779751107,0.16645426768413474,-0.1045708493434856,0.016207862478801262,0.03528633514484789,low_vol,50.46920433518371,38.62575873220976,55.1340813336256,-15.40868370378412,3831.7611911186505,3762.309343208325,1.0,-0.17555957263706723,-0.0852363933412546,1.1502986539119466,-0.0021533985847773003,0.0,0,0.022529509187938723,0.5852163461538458,-0.12013000503283347,-1.4679510772659536,-0.10537081367783865,-0.7891506625346193,ULTRACEMCO
ULTRACEMCO,EQ,2020-07-13,"3,798.50",3820.0,3837.8,3778.0,"3,790.00",3787.9,"3,801.49",302967.0,1151726000.25,26259,135239.0,44.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59.0,7.504557915076858e-06,0.0,0.0,0,-0.0027905752270632744,-0.03637843750794978,-0.00017156959786723824,-0.00017156959786723824,0.12532493575555925,-0.12295812639646209,0.015658608678836627,0.03530522678293814,low_vol,48.3079258650136,31.323817605469685,51.832416813342434,-16.50832260141584,3827.583934821636,3763.312898376626,1.0,-0.35721618991279125,-1.0685638582877934,0.7502743684646237,0.00018333307146190127,-0.0,0,0.01585455673140279,0.33689024390243905,0.35097020979444016,-1.1958428938393832,-0.02635730304507028,-0.7139636118829148,ULTRACEMCO
ULTRACEMCO,EQ,2020-07-14,"3,787.90",3784.8,3820.8,3744.0,"3,775.00",3770.9,"3,773.00",351720.0,1327038931.55,24629,163775.0,46.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60.0,6.14421235332821e-06,0.0,0.0,0,-0.0044879748673407605,-0.023588814085965804,0.006969664601580883,0.006969664601580883,0.08793745131415709,-0.14063354603463996,0.015104066754292112,0.03530362158699692,low_vol,38.6686174103877,24.40037293232035,47.73069697176789,-20.50859920787275,3822.185464838623,3763.6104317736213,1.0,-0.10055575677328565,-1.2262726957566403,0.6962251143266409,-0.008546709399500219,0.0,0,0.022179874014080836,0.24967105263157924,0.19893022242372302,-0.8895584423546141,-0.05707970687886152,-0.5017455855937055,ULTRACEMCO
ULTRACEMCO,EQ,2020-07-15,"3,770.90",3782.2,3829.95,3772.0,"3,823.00",3820.65,"3,809.13",274207.0,1044490027.05,22562,120331.0,43.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61.0,5.030455607111439e-06,0.0,0.0,0,0.013193136916916481,0.008978912759299185,0.010767338192304132,0.010767338192304132,0.061247448022998974,-0.1403838365657203,0.015093904460510335,0.035222469161906925,low_vol,45.62402900051787,17.341829408544527,43.064632163878386,-23.33032403944754,3822.0392300920876,3765.8472775864207,1.0,0.1609185158779669,-0.8400158413739073,0.8161689435634865,-0.009044734650965761,0.0,0,-0.0012396639719360891,0.1937500000000003,0.09734057064440468,-0.781989793004618,0.0069551084270298175,-0.49680359193749435,ULTRACEMCO
ULTRACEMCO,EQ,2020-07-16,"3,820.65",3824.95,3834.0,3735.0,"3,812.00",3816.25,"3,787.20",412522.0,1562303992.05,30651,140180.0,33.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62.0,4.118588707535708e-06,0.0,0.0,0,-0.0011516365016424057,-0.007076975113504802,0.001850782316497046,0.001850782316497046,0.07831086999519665,-0.14600443081880632,0.015260888655767205,0.03520042802245952,low_vol,51.500491964578565,15.58266477415009,37.92007161281162,-25.72280275533386,3821.487874845222,3767.8238549359726,1.0,-0.2203826907767542,-1.3036364759018915,0.661786467546605,-0.0024127473367397483,0.0,0,0.013447771229680106,0.2818014705882356,0.023368423706830434,-1.3485151347979192,-0.022239630487522127,-0.593443241051341,ULTRACEMCO
ULTRACEMCO,EQ,2020-07-17,"3,816.25",3820.0,3869.0,3812.2,"3,860.00",3862.85,"3,853.02",237486.0,915037143.0,18484,107520.0,45.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,63.0,3.3720152341391786e-06,0.0,0.0,0,0.012210940058958286,0.016940897722785175,0.00483839500552774,0.00483839500552774,0.09303773291266393,-0.13839136350456138,0.01505519347948959,0.03496075254363281,low_vol,46.011331954312446,13.675824507611196,33.452590245079314,-22.33740683866153,3825.4271248599625,3771.55037042868,1.0,0.5044181950132565,-0.2785821747141284,0.9976777948402453,-0.0013478906027658952,0.0,0,0.025263839779751107,0.2891459074733096,0.17088810518238298,-1.157815030739354,-0.08554605204709709,-0.4609397457543027,ULTRACEMCO
