symbol,series,Date,prevclose,Open,High,Low,lastprice,Close,averageprice,Volume,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty,concall_count,concall_pos_ratio,concall_neg_ratio,concall_net_tone,concall_tone_intensity,concall_tone_surprise,concall_guidance_flag,ret_1d,ret_5d,ret_21d,momentum_1m,momentum_3m,momentum_6m,vol_30d,vol_90d,rsi_14,macd,macd_signal,macd_hist,ema_fast,ema_slow,ema_cross,volume_change,volume_zscore,volume_momentum,range_position,ret_skew_10,ret_kurt_10,ret_skew_30,ret_kurt_30,ticker
BHARTIARTL,EQ,2020-07-06,581.45,587.6,589.3,575.05,575.9,576.6,581.41,15818188.0,9196796978.75,215898,5369565.0,33.95,0,0,0,0,0,0,0,-0.008341215925703027,0.016751895609240064,-0.01326259946949604,-0.01326259946949604,0.3077795418462237,0.2720052945069491,0.021366728040070008,0.03540823413689693,63.63636363636363,3.595623354846907,4.270276964809437,-2.5249529298150497,565.091030170179,551.075597932488,1.0,0.5226181748797414,-0.19818800025289918,1.0895337501972548,0.7839506172839508,0.05295399614073621,2.142620922889084,-0.33216993873740036,0.8759733625686944,BHARTIARTL
BHARTIARTL,EQ,2020-07-07,576.6,579.0,582.6,566.05,567.2,567.15,573.16,12524549.0,7178567349.0,210152,6074198.0,48.50,0,0,0,0,0,0,0,-0.016389177939646227,0.013039206930427705,-0.03076134324532176,-0.03076134324532176,0.34603061587753636,0.24593585237258342,0.02141257074948187,0.03540665279051812,64.17710196779967,4.221769817525569,4.135346242816931,-0.6746536099625295,565.2871225349238,551.7059666410179,1.0,-0.23287210183271456,-0.529805089594638,0.9091407694961431,0.7246111619396165,0.441294315863039,2.7575774294942264,-0.3014444225184118,0.8270186928582534,BHARTIARTL
BHARTIARTL,EQ,2020-07-08,567.15,572.0,574.0,559.0,561.6,561.3,566.6,9404763.0,5328709385.45,143707,3628788.0,38.58,0,0,0,0,0,0,0,-0.010314731552499401,0.0020530215120948547,-0.011447692849594904,-0.011447692849594904,0.32397688406651715,0.2333553065260381,0.018839609763350862,0.035454170154368546,51.80136319376823,3.910382917145398,4.152630957758658,0.08642357470863793,564.9073965792168,552.0822032433309,1.0,-0.20821847609852662,-0.8035725685758758,0.7357612689305267,0.5764818355640536,0.5687870173578092,2.1844209292969663,0.3004966036241709,0.060224506630532464,BHARTIARTL
BHARTIARTL,EQ,2020-07-09,561.3,564.0,570.25,560.3,570.15,568.65,565.02,8452964.0,4776067353.6,117186,3198262.0,37.84,0,0,0,0,0,0,0,0.013094601817210005,0.01826484018264818,0.002733204020454849,0.002733204020454849,0.20937898766482355,0.2646502835538753,0.018904572678105858,0.0353328840227563,50.188679245283005,3.155189386452662,4.104181349636006,-0.24224804061326033,565.2638350002437,552.7319207632003,1.0,-0.24909367994009202,-1.0210379088101242,0.5611760772819894,0.4646271510516248,1.7554775163533727,3.8460567053299477,0.38639792791920585,0.06506573621653983,BHARTIARTL
BHARTIARTL,EQ,2020-07-10,568.65,569.1,579.0,565.65,574.7,574.7,573.33,13284057.0,7616115434.95,161547,3842326.0,28.92,0,0,0,0,0,0,0,0.010639233271784176,-0.011608908762576364,0.0414061792153666,0.0414061792153666,0.24488248673237312,0.2911705234778701,0.019052670429006803,0.03534272845492794,48.10810810810809,3.1138817554375464,3.9143829569993374,-0.9489919631833441,566.1625173811728,553.5934140666042,1.0,-0.10120393251802307,-1.0624012522898774,0.52016416186316,0.6051625239005737,1.4479822884762013,2.488951168541863,0.3121265252361454,-0.06886687529777372,BHARTIARTL
BHARTIARTL,EQ,2020-07-13,574.7,574.5,589.0,570.0,586.6,586.8,580.46,16353967.0,9492769915.6,178405,4332436.0,26.49,0,0,0,0,0,0,0,0.021054463198190154,0.017689906347554407,0.04767005891805032,0.04767005891805032,0.20073664825046045,0.2788492971559331,0.018807214488813846,0.03535647804876812,46.8010075566751,3.5286534775148084,3.7542827166869794,-0.8005012015617909,568.1279919162992,554.8956331228158,1.0,0.571526508334828,-0.6285505779211543,0.8524461063778102,0.7208413001912061,1.2324201996001947,1.7567393561321378,0.20225199753799675,0.0021762094796099877,BHARTIARTL
BHARTIARTL,EQ,2020-07-14,586.8,584.5,596.8,578.55,588.4,589.35,589.99,32329098.0,19073807963.05,323198,5595620.0,17.31,0,0,0,0,0,0,0,0.0043456032719837445,0.039143083840254,0.07018340294171055,0.07018340294171055,0.15062475595470515,0.280917191914801,0.019058897487380023,0.03540232295262206,53.666361136571965,4.7786466674326675,3.7091568688525456,-0.22562923917217104,570.1491355433183,556.2467847650584,1.0,0.23109732215090606,-0.26337929131144483,1.0575775936697538,0.9521988527724665,1.0205889528905594,0.6481620379213443,0.17597844417782507,-0.14226496909876404,BHARTIARTL
BHARTIARTL,EQ,2020-07-15,589.35,588.95,588.95,559.65,568.0,563.6,574.9,19693277.0,11321743830.8,219772,6338707.0,32.19,0,0,0,0,0,0,0,-0.04369220327479428,0.004097630500623728,0.03431822352725278,0.03431822352725278,0.10401567091087172,0.23326039387308528,0.01905267666063472,0.03535662076841803,67.73835920177382,5.90694735278214,3.92305482856857,1.069489798580122,569.5254083487166,556.5351461468208,1.0,0.9768352229156387,1.4541667828829137,1.9765665418338734,0.8664874551971338,0.9427497288908491,0.9411262495572176,0.14247214898389754,-0.14586966541936236,BHARTIARTL
BHARTIARTL,EQ,2020-07-16,563.6,565.9,566.2,553.3,562.5,562.75,561.59,11316438.0,6355200286.95,124174,3604278.0,31.85,0,0,0,0,0,0,0,-0.0015081618168915067,-0.010375450628681948,-0.001242346259650473,-0.001242346259650473,0.12448796083524827,0.20014928556195355,0.020675001786118266,0.035662010604537935,52.012248468941394,4.669496922753524,4.319833333411284,1.9838925242135703,568.8801313631245,556.7788659057691,1.0,-0.3908497849213114,0.13219893724804338,1.201854359403357,0.29059829059829134,-0.2154965557832712,0.9530873648170584,-0.11002361356842157,-0.07826948379948546,BHARTIARTL
BHARTIARTL,EQ,2020-07-17,562.75,563.1,573.9,561.75,570.3,566.75,568.71,11964954.0,6804605134.95,162226,5036829.0,42.10,0,0,0,0,0,0,0,0.007107952021323749,-0.013833304332695362,0.01042966660723832,0.01042966660723832,0.12797293263011245,0.2075210397358047,0.01947396652231554,0.035661836487620606,51.032967032967036,3.5789645696228263,4.389766051279732,0.3496635893422395,568.6772617094937,557.1698907722096,1.0,-0.4253654178530064,-0.7352675648315447,0.7096309547653487,0.2724358974358977,-0.24046093410846825,0.9840594134647814,-0.16463391145666356,0.17922062868670505,BHARTIARTL
BHARTIARTL,EQ,2020-07-20,566.75,571.0,582.5,567.6,578.25,575.75,573.7,9610173.0,5513366033.8,118401,2597723.0,27.03,0,0,0,0,0,0,0,0.015880017644464006,-0.01883094751192904,0.005676855895196509,0.005676855895196509,0.17428105241688763,0.23062947525916422,0.019117985917016706,0.03565291157589335,49.84241332733002,3.0028612779150308,4.2276057549483514,-0.810801481656906,569.3508558323991,557.8985225066327,1.0,0.0573074318968565,-0.677943859924234,0.7671698385660406,0.35790598290598324,-1.172207352978915,1.8408829414137915,-0.14528677468408288,0.3656058889615817,BHARTIARTL
BHARTIARTL,EQ,2020-07-21,575.75,580.0,583.8,566.35,568.1,567.75,572.11,11784668.0,6742169780.3,151772,5078449.0,43.09,0,0,0,0,0,0,0,-0.013894919669995676,-0.03665054721303129,-0.02288959642027355,-0.02288959642027355,0.1343656343656343,0.19803756066680744,0.0193579112783334,0.035633782310315325,57.04787234042552,3.235226376686228,3.982656859541687,-1.2247444770333207,569.1983933721706,558.284854957353,1.0,-0.19680652345174077,-0.9532038017742548,0.6818524143452219,0.5502136752136757,-1.3994720404248426,2.0779160857360686,-0.1965255846266731,0.22696757653162908,BHARTIARTL
BHARTIARTL,EQ,2020-07-22,567.75,568.0,575.5,562.8,569.8,569.15,569.61,10831170.0,6169548439.8,125149,2553070.0,23.57,0,0,0,0,0,0,0,0.0024658740642888866,0.00984740951029095,-0.016672425708362137,-0.016672425708362137,0.13512165935380938,0.13818618138186167,0.0187396450381288,0.03562969822556808,53.15352697095437,2.742233489664386,3.8331707629705956,-0.7474304828554592,569.1937844795829,558.7109390766725,1.0,0.22627012021531767,-0.6258298788182254,0.8387739391660356,0.37927350427350465,-1.4632779953198032,2.4419788368100908,-0.1795504814104505,0.4967521073706718,BHARTIARTL
BHARTIARTL,EQ,2020-07-23,569.15,570.0,575.75,564.0,567.6,567.2,569.61,9539899.0,5433974985.95,103214,3975848.0,41.68,0,0,0,0,0,0,0,-0.0034261618202581223,0.007907596623722979,0.01767291647977043,0.01767291647977043,0.1435483870967742,0.114999017102418,0.018742283343897125,0.035294710011065426,54.45091514143091,2.4364158888391785,3.6149833083093537,-1.0909372733062095,569.0039002434321,559.0438434266069,1.0,-0.08091004345646391,-0.7167516084864793,0.7681263608767702,0.4091880341880341,-1.7822632478582634,3.6761714601308384,-0.20053556855658386,0.5003409631893465,BHARTIARTL
BHARTIARTL,EQ,2020-07-24,567.2,565.0,567.4,555.4,559.8,559.45,561.42,9777107.0,5489064999.8,139162,4018788.0,41.10,0,0,0,0,0,0,0,-0.013663610719322983,-0.01288045875606525,0.000805008944543939,0.000805008944543939,0.13191704602933751,0.09320957498778704,0.018045476767936018,0.03529166718575683,42.81391830559758,2.013494225641807,3.379269824415319,-1.1785674194701752,568.0940049821529,559.0597711353676,1.0,-0.11921805308198463,-0.8432311713053835,0.6831209597672172,0.35087719298245684,-1.6022422586011034,3.376775123012832,-0.23814145218392618,0.9435499580174029,BHARTIARTL
BHARTIARTL,EQ,2020-07-27,559.45,558.2,563.75,544.15,558.5,559.5,555.64,10695118.0,5942658506.95,120009,3017665.0,28.22,0,0,0,0,0,0,0,8.937349182214227e-05,-0.028224055579678664,-0.0016059957173447659,-0.0016059957173447659,0.13247646999291574,0.08746355685131202,0.018042891581349505,0.03473947123955206,41.59725624693779,1.0409659228445207,3.106114704660617,-1.3657755987735118,567.2755283171861,559.077035012412,1.0,0.02486483347465218,-0.760490825877335,0.7142624232936066,0.18092105263157932,-1.1778677060796223,2.1756562571975686,-0.10510486626172671,0.9038843460378492,BHARTIARTL
BHARTIARTL,EQ,2020-07-28,559.5,558.5,574.25,555.3,564.6,564.6,565.87,13948427.0,7892975310.25,152581,5384126.0,38.60,0,0,0,0,0,0,0,0.009115281501340444,-0.005548216644649884,-0.0044083935813789,-0.0044083935813789,0.16256563368681154,0.07820108851331997,0.017758611265045833,0.034238059508635926,45.87155963302754,0.27113929332699627,2.6930849482973978,-2.065148781816096,567.0207160965017,559.2936218746704,1.0,0.093893929973355,-0.6106613872423606,0.7824540273920164,0.2915479582146254,-1.5685497877198318,3.3766978663235014,-0.1802121779405119,1.166049369133356,BHARTIARTL
BHARTIARTL,EQ,2020-07-29,564.6,565.25,569.15,560.25,566.5,566.2,564.78,9796100.0,5532682526.25,114197,3099152.0,31.64,0,0,0,0,0,0,0,0.002833864682961318,-0.005183167881929074,0.011342323836742052,0.011342323836742052,0.1415322580645162,0.08001907486886028,0.017692981248413786,0.03370144429508897,51.79542981501636,0.07174647198621642,2.2086958173033175,-2.4219456549704015,566.9425526587396,559.5644602325265,1.0,0.30418635867318145,-0.12069288123046606,1.0168253851648743,0.3884140550807228,-1.5220357807664526,3.0853972439555366,-0.28785198665306183,1.2674055500406693,BHARTIARTL
BHARTIARTL,EQ,2020-07-30,566.2,576.0,580.45,543.05,550.3,552.7,561.77,44491235.0,24993876533.35,350941,15258415.0,34.30,0,0,0,0,0,0,0,-0.023843164959378327,-0.02556417489421725,-0.013300008926180329,-0.013300008926180329,0.07466459265020431,0.07445567651632978,0.016586503618238258,0.033600521235850514,48.57806152060364,0.042344729089791144,1.7813059482398974,-2.136949345317101,565.586119072193,559.2952657136038,1.0,-0.2976914171038785,-0.6706008227650064,0.7220026970271676,0.41880341880342026,-0.2201307271196065,-0.19200360760868712,-0.43076555580563297,1.8301465356028994,BHARTIARTL
BHARTIARTL,EQ,2020-07-31,552.7,550.9,559.3,546.3,555.1,554.85,555.24,13661601.0,7585466560.6,149948,5625127.0,41.17,0,0,0,0,0,0,0,0.003889994572100486,-0.008222361247653964,-0.006446414182111226,-0.006446414182111226,0.041971830985915615,0.12946564885496192,0.017145682815086462,0.032958963571419246,38.247863247863236,-1.0580964623999307,1.4335137044098762,-1.7389612191501063,564.5636315415079,559.1209415679723,1.0,3.5417293616847525,3.3237240344955077,2.9587686517287466,0.17953488372093193,-0.5182085660248985,-0.36007552626411815,-0.3714850881824844,1.280207513506939,BHARTIARTL
BHARTIARTL,EQ,2020-08-03,554.85,554.5,556.5,546.4,548.1,547.35,550.56,9219748.0,5075997873.5,106837,4456165.0,48.33,0,0,0,0,0,0,0,-0.013517166801838343,-0.02171581769436992,-0.058646487230200384,-0.058646487230200384,0.03654956916958629,0.11647118816930147,0.016703912235346858,0.03265833317902997,30.902570233114204,-1.7366974362178098,0.935191671047915,-2.491610166809807,562.9242380613642,558.6593360162872,1.0,-0.6929372493256256,-0.09419783435462234,0.9081850236693823,0.2195348837209315,-0.4881170513223761,-0.20550322831857162,-0.36711623546139255,1.6172487176429133,BHARTIARTL
