symbol,series,date,prevclose,openprice,highprice,lowprice,lastprice,closeprice,averageprice,totaltradedquantity,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty
BAJAJ-AUTO,EQ,30-Dec-2020,"3,431.55","3,437.20","3,472.85","3,405.25","3,445.10","3,448.15","3,447.74",639180,2203725390.35,39108,139346.0,21.80
BAJAJ-AUTO,EQ,29-Dec-2020,"3,414.70","3,433.00","3,459.90","3,420.05","3,434.50","3,431.55","3,437.64",682613,2346578418.7,41359,141242.0,20.69
BAJAJ-AUTO,EQ,28-Dec-2020,"3,374.75","3,388.00","3,422.00","3,374.00","3,420.00","3,414.70","3,406.20",536954,1828975151.1,32976,89781.0,16.72
BAJAJ-AUTO,EQ,24-Dec-2020,"3,309.65","3,318.00","3,423.55","3,316.05","3,365.20","3,374.75","3,386.71",1567636,5309136293.9,77876,283572.0,18.09
BAJAJ-AUTO,EQ,23-Dec-2020,"3,265.30","3,281.00","3,318.95","3,261.00","3,315.00","3,309.65","3,295.40",816586,2690973761.05,48600,267484.0,32.76
BAJAJ-AUTO,EQ,22-Dec-2020,"3,238.25","3,245.00","3,285.00","3,172.00","3,270.00","3,265.30","3,245.89",825331,2678931699.3,47244,224749.0,27.23
BAJAJ-AUTO,EQ,21-Dec-2020,"3,347.55","3,352.50","3,355.00","3,198.50","3,227.80","3,238.25","3,304.41",797760,2636124543.7,47575,185747.0,23.28
BAJAJ-AUTO,EQ,18-Dec-2020,"3,270.45","3,275.90","3,363.00","3,270.90","3,352.20","3,347.55","3,329.92",1362381,4536617501.0,64107,329023.0,24.15
BAJAJ-AUTO,EQ,17-Dec-2020,"3,303.50","3,307.10","3,330.00","3,258.00","3,264.85","3,270.45","3,278.58",678073,2223119480.0,56234,250577.0,36.95
BAJAJ-AUTO,EQ,16-Dec-2020,"3,271.65","3,289.00","3,308.45","3,252.00","3,307.00","3,303.50","3,289.31",616704,2028533476.35,34755,204698.0,33.19
BAJAJ-AUTO,EQ,15-Dec-2020,"3,289.00","3,284.00","3,347.20","3,262.00","3,271.00","3,271.65","3,297.45",746643,2462019121.05,46437,151575.0,20.30
BAJAJ-AUTO,EQ,14-Dec-2020,"3,327.65","3,327.65","3,334.55","3,265.00","3,288.00","3,289.00","3,291.88",425416,1400417671.8,30515,110819.0,26.05
BAJAJ-AUTO,EQ,11-Dec-2020,"3,290.85","3,295.60","3,337.15","3,285.55","3,317.65","3,327.65","3,315.06",611154,2026012476.9,37424,224930.0,36.80
BAJAJ-AUTO,EQ,10-Dec-2020,"3,306.55","3,306.20","3,319.95","3,272.05","3,295.00","3,290.85","3,296.11",469288,1546824627.35,32215,173609.0,36.99
BAJAJ-AUTO,EQ,09-Dec-2020,"3,326.20","3,335.00","3,353.65","3,300.00","3,307.60","3,306.55","3,321.59",397850,1321493570.8,26304,136237.0,34.24
BAJAJ-AUTO,EQ,08-Dec-2020,"3,319.55","3,320.00","3,384.75","3,300.55","3,334.15","3,326.20","3,342.83",823352,2752325762.4,50781,279800.0,33.98
BAJAJ-AUTO,EQ,07-Dec-2020,"3,311.40","3,311.40","3,335.00","3,267.80","3,320.00","3,319.55","3,308.68",481597,1593449423.35,29005,115404.0,23.96
BAJAJ-AUTO,EQ,04-Dec-2020,"3,294.40","3,298.30","3,344.55","3,288.20","3,311.25","3,311.40","3,313.88",739106,2449311066.95,36114,182691.0,24.72
BAJAJ-AUTO,EQ,03-Dec-2020,"3,338.15","3,368.70","3,371.20","3,281.00","3,298.30","3,294.40","3,307.47",965142,3192177907.6,47341,295565.0,30.62
BAJAJ-AUTO,EQ,02-Dec-2020,"3,243.65","3,243.65","3,348.00","3,221.50","3,326.80","3,338.15","3,308.27",1707284,5648163738.0,74954,381701.0,22.36
BAJAJ-AUTO,EQ,01-Dec-2020,"3,173.55","3,175.10","3,248.95","3,161.00","3,242.00","3,243.65","3,213.44",1400851,4501554577.3,73123,365062.0,26.06
BAJAJ-AUTO,EQ,27-Nov-2020,"3,129.20","3,144.90","3,249.00","3,135.70","3,170.25","3,173.55","3,204.30",2548347,8165657154.95,93783,657652.0,25.81
BAJAJ-AUTO,EQ,26-Nov-2020,"3,051.25","3,053.00","3,150.00","3,053.00","3,145.00","3,129.20","3,096.73",1264680,3916374374.95,60615,356777.0,28.21
BAJAJ-AUTO,EQ,25-Nov-2020,"3,095.70","3,100.00","3,160.00","3,041.00","3,045.00","3,051.25","3,112.04",1219151,3794048719.2,64380,190593.0,15.63
BAJAJ-AUTO,EQ,24-Nov-2020,"3,077.75","3,077.00","3,122.00","3,053.00","3,094.90","3,095.70","3,096.37",858928,2659556868.85,53118,276739.0,32.22
BAJAJ-AUTO,EQ,23-Nov-2020,"3,058.55","3,068.00","3,085.00","3,030.60","3,072.70","3,077.75","3,062.45",493600,1511627326.1,23310,181731.0,36.82
BAJAJ-AUTO,EQ,20-Nov-2020,"3,034.25","3,033.00","3,085.00","3,022.00","3,059.00","3,058.55","3,054.92",820220,2505706389.95,34444,273853.0,33.39
BAJAJ-AUTO,EQ,19-Nov-2020,"3,037.90","3,033.00","3,056.50","3,010.00","3,027.80","3,034.25","3,035.14",888406,2696436367.6,33727,310809.0,34.99
BAJAJ-AUTO,EQ,18-Nov-2020,"3,045.15","3,055.80","3,055.80","3,003.90","3,033.00","3,037.90","3,024.32",455293,1376949740.75,24583,86491.0,19.00
BAJAJ-AUTO,EQ,17-Nov-2020,"3,041.90","3,034.00","3,048.90","2,996.45","3,041.20","3,045.15","3,025.87",501135,1516366884.85,25559,149044.0,29.74
BAJAJ-AUTO,EQ,14-Nov-2020,"3,040.75","3,055.65","3,065.00","3,030.00","3,032.80","3,041.90","3,048.20",59697,181968491.1,4175,16031.0,26.85
BAJAJ-AUTO,EQ,13-Nov-2020,"3,017.45","3,010.00","3,048.00","2,995.60","3,040.85","3,040.75","3,031.12",557563,1690040880.6,26756,188326.0,33.78
BAJAJ-AUTO,EQ,12-Nov-2020,"3,023.10","3,025.00","3,040.90","2,996.25","3,015.70","3,017.45","3,018.23",646257,1950552939.1,47670,210785.0,32.62
BAJAJ-AUTO,EQ,11-Nov-2020,"2,997.50","3,017.70","3,040.00","2,986.55","3,016.40","3,023.10","3,019.21",782511,2362568245.95,55897,246309.0,31.48
BAJAJ-AUTO,EQ,10-Nov-2020,"3,001.95","3,015.00","3,022.50","2,967.00","2,997.25","2,997.50","2,992.72",664054,1987328320.25,37340,212524.0,32.00
BAJAJ-AUTO,EQ,09-Nov-2020,"2,977.40","2,990.00","3,022.00","2,980.00","2,998.00","3,001.95","3,000.70",550477,1651815269.65,37732,126729.0,23.02
BAJAJ-AUTO,EQ,06-Nov-2020,"2,949.30","2,960.00","3,000.00","2,955.00","2,972.70","2,977.40","2,979.98",889565,2650890144.15,44452,180047.0,20.24
BAJAJ-AUTO,EQ,05-Nov-2020,"2,926.10","2,951.00","2,970.00","2,927.00","2,966.00","2,949.30","2,944.08",507235,1493342784.15,28691,126426.0,24.92
BAJAJ-AUTO,EQ,04-Nov-2020,"2,914.85","2,905.00","2,947.75","2,882.40","2,930.00","2,926.10","2,913.04",710858,2070757294.2,35789,118515.0,16.67
BAJAJ-AUTO,EQ,03-Nov-2020,"2,843.70","2,855.20","2,929.95","2,855.20","2,915.35","2,914.85","2,903.20",951287,2761776726.95,47523,256354.0,26.95
BAJAJ-AUTO,EQ,02-Nov-2020,"2,886.90","2,918.00","2,934.85","2,822.45","2,848.00","2,843.70","2,853.09",926407,2643123892.65,54427,216490.0,23.37
BAJAJ-AUTO,EQ,30-Oct-2020,"2,925.35","2,940.00","2,963.20","2,880.10","2,882.30","2,886.90","2,917.30",722940,2109032336.95,44676,209424.0,28.97
BAJAJ-AUTO,EQ,29-Oct-2020,"2,944.05","2,918.95","2,934.00","2,885.00","2,921.10","2,925.35","2,914.29",714821,2083199127.6,36407,198645.0,27.79
BAJAJ-AUTO,EQ,28-Oct-2020,"2,947.35","2,947.00","2,967.00","2,890.20","2,932.90","2,944.05","2,935.07",1197897,3515908821.15,52649,322063.0,26.89
BAJAJ-AUTO,EQ,27-Oct-2020,"2,895.15","2,910.00","2,972.25","2,853.05","2,942.50","2,947.35","2,929.83",1812330,5309811969.9,75948,410643.0,22.66
BAJAJ-AUTO,EQ,26-Oct-2020,"3,082.25","3,097.95","3,113.75","2,885.00","2,897.00","2,895.15","2,955.29",2140237,6325027313.2,107879,324835.0,15.18
BAJAJ-AUTO,EQ,23-Oct-2020,"3,006.20","3,030.00","3,095.50","2,997.15","3,090.00","3,082.25","3,050.95",1217666,3715041023.85,55756,198320.0,16.29
BAJAJ-AUTO,EQ,22-Oct-2020,"3,018.00","3,009.80","3,039.45","2,977.00","2,996.55","3,006.20","3,008.93",1701072,5118398717.5,92286,255771.0,15.04
BAJAJ-AUTO,EQ,21-Oct-2020,"3,004.20","3,030.00","3,039.15","2,992.05","3,020.15","3,018.00","3,021.00",982020,2966680187.7,39732,274572.0,27.96
BAJAJ-AUTO,EQ,20-Oct-2020,"2,980.00","2,980.00","3,018.55","2,957.00","3,004.05","3,004.20","3,001.64",899774,2700801530.75,45762,309967.0,34.45
BAJAJ-AUTO,EQ,19-Oct-2020,"3,044.75","3,070.00","3,071.95","2,970.20","2,986.00","2,980.00","3,006.81",598292,1798952229.2,32611,138748.0,23.19
BAJAJ-AUTO,EQ,16-Oct-2020,"3,027.40","3,030.00","3,092.00","3,029.00","3,051.55","3,044.75","3,058.15",548793,1678293959.1,27417,74445.0,13.57
BAJAJ-AUTO,EQ,15-Oct-2020,"3,054.15","3,059.95","3,130.00","3,019.45","3,024.00","3,027.40","3,078.35",1076100,3312616725.95,54349,135491.0,12.59
BAJAJ-AUTO,EQ,14-Oct-2020,"3,034.45","3,037.95","3,075.00","3,020.00","3,049.00","3,054.15","3,054.92",822555,2512839031.7,40969,136630.0,16.61
BAJAJ-AUTO,EQ,13-Oct-2020,"3,022.75","3,025.00","3,051.10","2,996.20","3,039.60","3,034.45","3,032.35",456767,1385077257.45,24486,105495.0,23.10
BAJAJ-AUTO,EQ,12-Oct-2020,"3,059.80","3,051.00","3,074.65","3,011.10","3,018.50","3,022.75","3,037.74",632718,1922035785.5,29847,163562.0,25.85
BAJAJ-AUTO,EQ,09-Oct-2020,"3,074.55","3,080.00","3,097.65","3,027.60","3,059.65","3,059.80","3,053.56",698670,2133432155.8,38913,163898.0,23.46
