symbol,series,date,prevclose,openprice,highprice,lowprice,lastprice,closeprice,averageprice,totaltradedquantity,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty
COALINDIA,EQ,30-Dec-2020,135.1,136.75,136.75,134.2,135.65,135.6,135.41,14180071,1920053454.6,62490,3473147.0,24.49
COALINDIA,EQ,29-Dec-2020,137.65,138.9,139.6,134.6,135.35,135.1,136.43,21146540,2885089511.3,111869,6168011.0,29.17
COALINDIA,EQ,28-Dec-2020,136.25,139.9,139.9,137.2,137.6,137.65,138.18,15223089,2103532777.4,70762,3181524.0,20.90
COALINDIA,EQ,24-Dec-2020,135.05,136.35,139.1,135.6,136.3,136.25,137.12,14518171,1990696181.8,66150,3132841.0,21.58
COALINDIA,EQ,23-Dec-2020,135.5,135.5,136.7,134.1,135.45,135.05,135.42,10091831,1366586714.65,56757,2697496.0,26.73
COALINDIA,EQ,22-Dec-2020,132.95,132.5,136.1,129.8,135.45,135.5,133.55,17257059,2304658532.25,94562,3857817.0,22.36
COALINDIA,EQ,21-Dec-2020,141.7,141.4,141.5,129.35,131.95,132.95,136.34,20132655,2744853624.9,81246,5546177.0,27.55
COALINDIA,EQ,18-Dec-2020,143.45,143.45,143.65,139.45,141.85,141.7,141.35,13628707,1926366108.85,52390,4043741.0,29.67
COALINDIA,EQ,17-Dec-2020,145.5,145.25,145.25,142.5,142.9,143.45,143.82,12374964,1779713295.2,54246,3485973.0,28.17
COALINDIA,EQ,16-Dec-2020,143.1,144.35,146.0,143.5,145.3,145.5,145.03,16119571,2337797826.95,61093,5570068.0,34.55
COALINDIA,EQ,15-Dec-2020,143.35,143.65,144.35,140.8,142.9,143.1,143.04,18775793,2685625305.3,82580,3792947.0,20.20
COALINDIA,EQ,14-Dec-2020,138.25,139.65,144.2,139.1,143.75,143.35,142.81,35605748,5084788192.85,166024,9100047.0,25.56
COALINDIA,EQ,11-Dec-2020,134.85,134.7,140.7,134.5,138.3,138.25,138.59,30559578,4235121824.4,120850,8079873.0,26.44
COALINDIA,EQ,10-Dec-2020,134.7,135.2,135.45,132.8,134.8,134.85,134.46,11912807,1601798019.95,49080,3630502.0,30.48
COALINDIA,EQ,09-Dec-2020,134.25,135.4,137.5,134.4,135.0,134.7,136.0,18755465,2550668765.15,98957,5716396.0,30.48
COALINDIA,EQ,08-Dec-2020,136.8,137.45,137.7,133.0,134.3,134.25,134.53,21479953,2889596022.6,94775,7858985.0,36.59
COALINDIA,EQ,07-Dec-2020,133.3,133.3,137.2,133.0,136.7,136.8,135.76,14127211,1917978660.55,72793,4981057.0,35.26
COALINDIA,EQ,04-Dec-2020,133.45,134.2,134.95,131.1,133.2,133.3,133.16,19371235,2579395237.15,74522,4395212.0,22.69
COALINDIA,EQ,03-Dec-2020,129.75,131.35,134.0,129.25,133.5,133.45,131.63,25834042,3400592150.0,102682,8046574.0,31.15
COALINDIA,EQ,02-Dec-2020,126.4,127.0,131.15,126.4,130.8,129.75,128.32,21081119,2705088864.2,76409,7372393.0,34.97
COALINDIA,EQ,01-Dec-2020,125.55,126.0,127.0,124.7,126.3,126.4,126.27,8927107,1127247507.05,39160,2740366.0,30.70
COALINDIA,EQ,27-Nov-2020,125.05,125.45,127.4,125.0,125.2,125.55,125.91,25297333,3185262889.7,90024,12872944.0,50.89
COALINDIA,EQ,26-Nov-2020,123.95,124.6,125.35,123.35,125.2,125.05,124.43,13694237,1704022412.5,54634,4303169.0,31.42
COALINDIA,EQ,25-Nov-2020,123.25,123.95,126.75,123.25,123.85,123.95,124.76,22813211,2846085076.25,83460,6388106.0,28.00
COALINDIA,EQ,24-Nov-2020,122.75,123.75,124.6,122.8,123.15,123.25,123.69,18199200,2251067157.55,64389,5508591.0,30.27
COALINDIA,EQ,23-Nov-2020,121.45,121.25,123.45,119.75,122.75,122.75,121.64,17269543,2100660786.4,85052,5807629.0,33.63
