symbol,series,date,prevclose,openprice,highprice,lowprice,lastprice,closeprice,averageprice,totaltradedquantity,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty
TRENT,EQ,30-Dec-2020,672.05,674.6,690.25,650.0,682.05,677.55,674.9,662060,446823967.95,30643,361639.0,54.62
TRENT,EQ,29-Dec-2020,684.6,687.95,690.0,669.0,671.9,672.05,675.79,577636,390362342.6,19449,395682.0,68.50
TRENT,EQ,28-Dec-2020,684.75,684.0,695.0,682.0,683.8,684.6,686.09,818791,561761326.05,9074,646184.0,78.92
TRENT,EQ,24-Dec-2020,680.7,683.0,691.65,675.0,682.0,684.75,681.97,1132681,772449259.15,24081,836574.0,73.86
TRENT,EQ,23-Dec-2020,692.2,692.2,694.0,678.0,681.0,680.7,682.12,512649,349687769.1,17121,329843.0,64.34
TRENT,EQ,22-Dec-2020,685.35,670.0,694.8,662.0,690.0,692.2,677.98,457974,310499072.0,18288,170141.0,37.15
TRENT,EQ,21-Dec-2020,698.45,698.0,700.05,634.3,678.7,685.35,676.83,1041283,704771646.65,40054,514491.0,49.41
TRENT,EQ,18-Dec-2020,701.2,702.0,709.3,695.5,697.5,698.45,701.26,641194,449642168.2,25985,341429.0,53.25
TRENT,EQ,17-Dec-2020,716.2,721.0,721.0,698.2,701.0,701.2,705.65,1015681,716716005.9,24284,697876.0,68.71
TRENT,EQ,16-Dec-2020,709.45,716.5,724.0,706.0,714.0,716.2,714.04,1410592,1007213443.3,42577,980366.0,69.50
TRENT,EQ,15-Dec-2020,699.8,703.9,718.0,702.0,709.95,709.45,711.12,951521,676644608.5,38103,438116.0,46.04
TRENT,EQ,14-Dec-2020,689.35,695.0,704.4,693.0,699.0,699.8,699.64,683921,478501742.0,26513,368757.0,53.92
TRENT,EQ,11-Dec-2020,676.95,676.0,692.95,676.0,687.0,689.35,686.52,555016,381029320.5,26191,258744.0,46.62
TRENT,EQ,10-Dec-2020,683.2,686.85,693.85,674.0,675.95,676.95,682.9,874525,597211061.75,20732,606693.0,69.37
TRENT,EQ,09-Dec-2020,688.35,684.0,698.0,680.0,683.5,683.2,683.3,1295116,884953187.0,21388,978701.0,75.57
TRENT,EQ,08-Dec-2020,693.35,701.0,707.95,683.35,692.1,688.35,693.6,782705,542881414.8,36454,352488.0,45.03
TRENT,EQ,07-Dec-2020,677.0,680.9,698.0,672.0,693.0,693.35,686.2,805601,552799719.2,30346,386574.0,47.99
TRENT,EQ,04-Dec-2020,677.8,680.0,691.4,668.45,675.9,677.0,679.16,818535,555918549.15,34008,356059.0,43.50
TRENT,EQ,03-Dec-2020,691.25,699.3,700.05,675.0,678.0,677.8,681.08,1172454,798534920.1,47827,536747.0,45.78
