Symbol,Series,Date,PrevClose,OpenPrice,HighPrice,LowPrice,LastPrice,ClosePrice,AveragePrice,TotalTradedQuantity,TurnoverInRs,No.ofTrades,DeliverableQty,%DlyQttoTradedQty
NAUKRI,EQ,01-Jan-2020,"2,530.05","2,533.30","2,590.00","2,530.00","2,553.00","2,565.60","2,566.07",60629,155578149.3,4840,19299.0,31.83
NAUKRI,EQ,02-Jan-2020,"2,565.60","2,550.00","2,564.45","2,521.15","2,534.95","2,535.20","2,535.22",188017,476665307.0,18162,126690.0,67.38
NAUKRI,EQ,03-Jan-2020,"2,535.20","2,535.20","2,580.00","2,533.05","2,565.00","2,567.45","2,567.60",125129,321281695.55,12757,48503.0,38.76
NAUKRI,EQ,06-Jan-2020,"2,567.45","2,567.45","2,567.45","2,501.10","2,518.90","2,519.85","2,526.44",82905,209454747.45,12714,43782.0,52.81
NAUKRI,EQ,07-Jan-2020,"2,519.85","2,522.00","2,578.00","2,522.00","2,536.15","2,539.60","2,554.42",115734,295632815.65,16133,62030.0,53.60
NAUKRI,EQ,08-Jan-2020,"2,539.60","2,525.00","2,554.00","2,523.80","2,549.95","2,549.70","2,546.53",89006,226656304.9,13109,52702.0,59.21
NAUKRI,EQ,09-Jan-2020,"2,549.70","2,560.20","2,570.00","2,535.00","2,563.00","2,558.80","2,556.56",82953,212074350.2,13129,52286.0,63.03
NAUKRI,EQ,10-Jan-2020,"2,558.80","2,552.00","2,567.45","2,521.00","2,547.00","2,548.80","2,536.55",135834,344549605.85,11853,86633.0,63.78
NAUKRI,EQ,13-Jan-2020,"2,548.80","2,564.65","2,568.00","2,478.00","2,495.05","2,529.35","2,532.05",795516,2014288899.65,16086,81339.0,10.22
NAUKRI,EQ,14-Jan-2020,"2,529.35","2,509.00","2,552.00","2,505.60","2,550.00","2,545.85","2,534.27",153823,389829607.45,18786,109809.0,71.39
NAUKRI,EQ,15-Jan-2020,"2,545.85","2,540.00","2,558.00","2,493.45","2,530.00","2,521.90","2,531.75",147296,372916118.35,17442,88099.0,59.81
NAUKRI,EQ,16-Jan-2020,"2,521.90","2,536.80","2,620.00","2,470.00","2,550.00","2,580.85","2,545.87",325358,828318879.45,38891,191094.0,58.73
NAUKRI,EQ,17-Jan-2020,"2,580.85","2,555.00","2,615.00","2,555.00","2,595.10","2,600.45","2,592.21",155575,403282692.15,24906,82663.0,53.13
NAUKRI,EQ,20-Jan-2020,"2,600.45","2,605.00","2,620.00","2,569.15","2,586.95","2,591.70","2,596.82",55731,144723589.9,9581,28954.0,51.95
NAUKRI,EQ,21-Jan-2020,"2,591.70","2,600.00","2,675.00","2,525.05","2,545.00","2,567.90","2,614.05",272694,712835661.6,29978,105277.0,38.61
