symbol,series,date,prevclose,openprice,highprice,lowprice,lastprice,closeprice,averageprice,totaltradedquantity,turnoverinrs,no.oftrades,deliverableqty,%dlyqttotradedqty
HAL,EQ,30-Dec-2020,836.30,840.00,840.00,823.00,830.00,831.05,830.16,193476,160616806.8,9770,46941.0,24.26
HAL,EQ,29-Dec-2020,821.50,824.00,845.00,818.00,835.25,836.30,834.14,404732,337604386.0,22671,148872.0,36.78
HAL,EQ,28-Dec-2020,822.25,825.00,830.00,818.10,821.30,821.50,823.60,127045,104633923.8,6489,48259.0,37.99
HAL,EQ,24-Dec-2020,804.90,811.65,826.45,808.95,825.00,822.25,820.11,334943,274688851.8,29081,118397.0,35.35
HAL,EQ,23-Dec-2020,793.85,797.55,807.80,793.85,804.05,804.90,802.96,183950,147704583.4,8829,75660.0,41.13
HAL,EQ,22-Dec-2020,798.95,798.20,810.45,761.00,791.50,793.85,786.53,429853,338090360.8,22928,143167.0,33.31
HAL,EQ,21-Dec-2020,863.80,860.10,871.70,786.50,795.00,798.95,826.02,472302,390130452.5,22993,205223.0,43.45
HAL,EQ,18-Dec-2020,866.30,870.00,879.00,856.10,864.00,863.80,866.37,238339,206489595.4,11579,73613.0,30.89
HAL,EQ,17-Dec-2020,880.05,870.00,875.70,863.00,866.00,866.30,870.31,248786,216521225.6,9478,82453.0,33.14
HAL,EQ,16-Dec-2020,871.45,874.50,885.00,868.30,882.00,880.05,877.59,386506,339193125.75,16209,139600.0,36.12
HAL,EQ,15-Dec-2020,873.15,880.00,884.75,866.45,871.55,871.45,873.92,331245,289481509.45,12262,104749.0,31.62
HAL,EQ,14-Dec-2020,856.80,862.00,878.80,860.80,875.00,873.15,869.75,318900,277364295.15,13753,139395.0,43.71
HAL,EQ,11-Dec-2020,866.70,871.00,877.25,852.00,857.00,856.80,864.74,282743,244498098.85,12211,126699.0,44.81
HAL,EQ,10-Dec-2020,878.05,883.00,883.80,848.65,865.50,866.70,864.41,367866,317988070.9,15532,120528.0,32.76
HAL,EQ,09-Dec-2020,863.50,878.90,894.50,873.50,878.00,878.05,884.81,1023764,905832789.6,34598,318035.0,31.07
HAL,EQ,08-Dec-2020,867.35,871.70,873.25,854.30,862.40,863.50,863.00,517672,446751953.25,18151,216243.0,41.77
HAL,EQ,07-Dec-2020,842.65,846.90,872.00,843.00,867.40,867.35,860.62,625677,538472995.7,21929,232741.0,37.20
HAL,EQ,04-Dec-2020,847.70,853.00,859.35,835.70,843.20,842.65,847.36,452854,383730175.0,18307,152810.0,33.74
HAL,EQ,03-Dec-2020,828.30,835.00,853.20,830.00,848.00,847.70,842.99,621321,523769576.85,27772,254034.0,40.89
HAL,EQ,02-Dec-2020,829.80,832.00,834.95,820.10,826.00,828.30,826.40,367178,303434634.2,18666,121846.0,33.18
HAL,EQ,01-Dec-2020,818.50,825.80,834.80,818.00,829.75,829.80,827.26,416015,344152917.15,28482,156985.0,37.74
